ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,Prepared,10/1/2011
3,Lynchburg District,071,Pittsylvania County,17,Urban Collector,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,071,Pittsylvania County,17,Urban Collector,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,071,Pittsylvania County,19,Urban Local System,01,Motorcycles,              ,22,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0.00%,,
3,Lynchburg District,071,Pittsylvania County,19,Urban Local System,02,Passenger Cars,              ,31,214,0.08%,0.01%,,,,352,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,566,0.01%,,
3,Lynchburg District,071,Pittsylvania County,19,Urban Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,372,0.00%,0.00%,,,,2,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,0.00%,,
3,Lynchburg District,071,Pittsylvania County,19,Urban Local System,04,Busses,              ,9,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.00%,,
3,Lynchburg District,071,Pittsylvania County,19,Urban Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,10,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.00%,,
3,Lynchburg District,071,Pittsylvania County,19,Urban Local System,06,Three Axle Single Unit Trucks,              ,34,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0.00%,,
3,Lynchburg District,071,Pittsylvania County,19,Urban Local System,07,Four or More Axle Single Unit Trucks,              ,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
3,Lynchburg District,071,Pittsylvania County,19,Urban Local System,08,Four Axle or Fewer Single Trailers,              ,6,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.00%,,
3,Lynchburg District,071,Pittsylvania County,19,Urban Local System,09,Five Axle Single Trailers,              ,97,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,0.00%,,
3,Lynchburg District,071,Pittsylvania County,19,Urban Local System,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,071,Pittsylvania County,19,Urban Local System,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,071,Pittsylvania County,19,Urban Local System,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,071,Pittsylvania County,19,Urban Local System,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,071,Pittsylvania County Total:,,,,,,650,043,1.61%,0.29%,,,,1,211,903,1.76%,0.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,861,946,0.83%,,
3,Lynchburg District,073,Prince Edward County,2,Rural Principal Arterial - Other,01,Motorcycles,              ,,,,,,,1,692,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,692,0.00%,,
3,Lynchburg District,073,Prince Edward County,2,Rural Principal Arterial - Other,02,Passenger Cars,              ,,,,,,,230,568,0.34%,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,568,0.10%,,
3,Lynchburg District,073,Prince Edward County,2,Rural Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,76,475,0.11%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,475,0.03%,,
3,Lynchburg District,073,Prince Edward County,2,Rural Principal Arterial - Other,04,Busses,              ,,,,,,,2,350,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,350,0.00%,,
3,Lynchburg District,073,Prince Edward County,2,Rural Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,2,794,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,794,0.00%,,
3,Lynchburg District,073,Prince Edward County,2,Rural Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,,,,,,,2,739,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,739,0.00%,,
3,Lynchburg District,073,Prince Edward County,2,Rural Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,,,,,,,756,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756,0.00%,,
3,Lynchburg District,073,Prince Edward County,2,Rural Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,,,,,,,1,913,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,913,0.00%,,
3,Lynchburg District,073,Prince Edward County,2,Rural Principal Arterial - Other,09,Five Axle Single Trailers,              ,,,,,,,31,740,0.05%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,740,0.01%,,
3,Lynchburg District,073,Prince Edward County,2,Rural Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,,,,,,,766,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766,0.00%,,
3,Lynchburg District,073,Prince Edward County,2,Rural Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,1,149,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,149,0.00%,,
3,Lynchburg District,073,Prince Edward County,2,Rural Principal Arterial - Other,12,Six Axle Multi-Trailers,              ,,,,,,,176,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,0.00%,,
3,Lynchburg District,073,Prince Edward County,2,Rural Principal Arterial - Other,13,Seven or More Axle Multi-Trailers,              ,,,,,,,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
3,Lynchburg District,073,Prince Edward County,6,Rural Minor Arterial,01,Motorcycles,              ,,,,,,,373,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,0.00%,,
3,Lynchburg District,073,Prince Edward County,6,Rural Minor Arterial,02,Passenger Cars,              ,,,,,,,59,505,0.09%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,505,0.03%,,
3,Lynchburg District,073,Prince Edward County,6,Rural Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,18,772,0.03%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,772,0.01%,,
3,Lynchburg District,073,Prince Edward County,6,Rural Minor Arterial,04,Busses,              ,,,,,,,647,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647,0.00%,,
3,Lynchburg District,073,Prince Edward County,6,Rural Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,1,026,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,026,0.00%,,
3,Lynchburg District,073,Prince Edward County,6,Rural Minor Arterial,06,Three Axle Single Unit Trucks,              ,,,,,,,941,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941,0.00%,,
3,Lynchburg District,073,Prince Edward County,6,Rural Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,,,,,,,572,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572,0.00%,,
3,Lynchburg District,073,Prince Edward County,6,Rural Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,,,,,,,519,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519,0.00%,,
3,Lynchburg District,073,Prince Edward County,6,Rural Minor Arterial,09,Five Axle Single Trailers,              ,,,,,,,3,221,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,221,0.00%,,
3,Lynchburg District,073,Prince Edward County,6,Rural Minor Arterial,10,Six or More Axle Single Trailers,              ,,,,,,,103,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,0.00%,,
3,Lynchburg District,073,Prince Edward County,6,Rural Minor Arterial,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,61,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0.00%,,
3,Lynchburg District,073,Prince Edward County,6,Rural Minor Arterial,12,Six Axle Multi-Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,073,Prince Edward County,6,Rural Minor Arterial,13,Seven or More Axle Multi-Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,073,Prince Edward County,7,Rural Major Collector,01,Motorcycles,              ,279,0.00%,0.00%,,,,35,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,0.00%,,
3,Lynchburg District,073,Prince Edward County,7,Rural Major Collector,02,Passenger Cars,              ,42,107,0.10%,0.02%,,,,12,373,0.02%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,480,0.02%,,
3,Lynchburg District,073,Prince Edward County,7,Rural Major Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,13,148,0.03%,0.01%,,,,3,553,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,700,0.01%,,
3,Lynchburg District,073,Prince Edward County,7,Rural Major Collector,04,Busses,              ,122,0.00%,0.00%,,,,44,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,0.00%,,
3,Lynchburg District,073,Prince Edward County,7,Rural Major Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,407,0.00%,0.00%,,,,141,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548,0.00%,,
3,Lynchburg District,073,Prince Edward County,7,Rural Major Collector,06,Three Axle Single Unit Trucks,              ,354,0.00%,0.00%,,,,97,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,0.00%,,
3,Lynchburg District,073,Prince Edward County,7,Rural Major Collector,07,Four or More Axle Single Unit Trucks,              ,83,0.00%,0.00%,,,,18,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,0.00%,,
3,Lynchburg District,073,Prince Edward County,7,Rural Major Collector,08,Four Axle or Fewer Single Trailers,              ,174,0.00%,0.00%,,,,47,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,0.00%,,
3,Lynchburg District,073,Prince Edward County,7,Rural Major Collector,09,Five Axle Single Trailers,              ,343,0.00%,0.00%,,,,147,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,0.00%,,
3,Lynchburg District,073,Prince Edward County,7,Rural Major Collector,10,Six or More Axle Single Trailers,              ,21,0.00%,0.00%,,,,18,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0.00%,,
3,Lynchburg District,073,Prince Edward County,7,Rural Major Collector,11,Five Axle or Fewer Multi-Trailers,              ,1,0.00%,0.00%,,,,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
3,Lynchburg District,073,Prince Edward County,8,Rural Minor Collector,01,Motorcycles,              ,47,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0.00%,,
3,Lynchburg District,073,Prince Edward County,8,Rural Minor Collector,02,Passenger Cars,              ,9,223,0.02%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,223,0.00%,,
3,Lynchburg District,073,Prince Edward County,8,Rural Minor Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,2,979,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,979,0.00%,,
3,Lynchburg District,073,Prince Edward County,8,Rural Minor Collector,04,Busses,              ,80,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0.00%,,
3,Lynchburg District,073,Prince Edward County,8,Rural Minor Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,102,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,0.00%,,
3,Lynchburg District,073,Prince Edward County,8,Rural Minor Collector,06,Three Axle Single Unit Trucks,              ,83,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,0.00%,,
3,Lynchburg District,073,Prince Edward County,8,Rural Minor Collector,07,Four or More Axle Single Unit Trucks,              ,12,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.00%,,
3,Lynchburg District,073,Prince Edward County,8,Rural Minor Collector,08,Four Axle or Fewer Single Trailers,              ,28,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0.00%,,
3,Lynchburg District,073,Prince Edward County,8,Rural Minor Collector,09,Five Axle Single Trailers,              ,111,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,0.00%,,
3,Lynchburg District,073,Prince Edward County,8,Rural Minor Collector,10,Six or More Axle Single Trailers,              ,2,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,,
3,Lynchburg District,073,Prince Edward County,9,Rural Local System,01,Motorcycles,              ,3,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,,
3,Lynchburg District,073,Prince Edward County,9,Rural Local System,02,Passenger Cars,              ,52,119,0.13%,0.02%,,,,176,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,294,0.02%,,
3,Lynchburg District,073,Prince Edward County,9,Rural Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,105,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,0.00%,,
3,Lynchburg District,073,Prince Edward County,9,Rural Local System,04,Busses,              ,2,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,,
3,Lynchburg District,073,Prince Edward County,9,Rural Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,3,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,,
3,Lynchburg District,073,Prince Edward County,9,Rural Local System,06,Three Axle Single Unit Trucks,              ,4,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.00%,,
3,Lynchburg District,073,Prince Edward County,9,Rural Local System,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,073,Prince Edward County,9,Rural Local System,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,073,Prince Edward County,9,Rural Local System,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,073,Prince Edward County,9,Rural Local System,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,073,Prince Edward County,9,Rural Local System,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,073,Prince Edward County,9,Rural Local System,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,073,Prince Edward County,19,Urban Local System,01,Motorcycles,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,073,Prince Edward County,19,Urban Local System,02,Passenger Cars,              ,,,,,,,229,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,0.00%,,
3,Lynchburg District,073,Prince Edward County,19,Urban Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
3,Lynchburg District,073,Prince Edward County,19,Urban Local System,04,Busses,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,073,Prince Edward County,19,Urban Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,073,Prince Edward County,19,Urban Local System,06,Three Axle Single Unit Trucks,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,073,Prince Edward County,19,Urban Local System,07,Four or More Axle Single Unit Trucks,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,073,Prince Edward County,19,Urban Local System,08,Four Axle or Fewer Single Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,073,Prince Edward County,19,Urban Local System,09,Five Axle Single Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,073,Prince Edward County,19,Urban Local System,10,Six or More Axle Single Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,073,Prince Edward County,19,Urban Local System,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,073,Prince Edward County,19,Urban Local System,12,Six Axle Multi-Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,073,Prince Edward County,19,Urban Local System,13,Seven or More Axle Multi-Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,073,Prince Edward County Total:,,,,,,121,942,0.30%,0.05%,,,,455,739,0.66%,0.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577,681,0.26%,,
3,Lynchburg District,162,Town of Altavista,7,Rural Major Collector,01,Motorcycles,              ,,,,,,,,,,,,,,,,,,,,,,,,,22,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,22,0.00%,,
3,Lynchburg District,162,Town of Altavista,7,Rural Major Collector,02,Passenger Cars,              ,,,,,,,,,,,,,,,,,,,,,,,,,8,695,0.04%,0.00%,,,,,,,,,,,,,,,,,,,,,,8,695,0.00%,,
3,Lynchburg District,162,Town of Altavista,7,Rural Major Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,,,,,,,,,,,,,,,,,,,2,070,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,2,070,0.00%,,
3,Lynchburg District,162,Town of Altavista,7,Rural Major Collector,04,Busses,              ,,,,,,,,,,,,,,,,,,,,,,,,,77,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,77,0.00%,,
3,Lynchburg District,162,Town of Altavista,7,Rural Major Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,,,,,,,,,,,,,,,,,,,53,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,53,0.00%,,
3,Lynchburg District,162,Town of Altavista,7,Rural Major Collector,06,Three Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,52,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,52,0.00%,,
3,Lynchburg District,162,Town of Altavista,7,Rural Major Collector,07,Four or More Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,10,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,10,0.00%,,
3,Lynchburg District,162,Town of Altavista,7,Rural Major Collector,08,Four Axle or Fewer Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,33,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,33,0.00%,,
3,Lynchburg District,162,Town of Altavista,7,Rural Major Collector,09,Five Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,191,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,191,0.00%,,
3,Lynchburg District,162,Town of Altavista,7,Rural Major Collector,10,Six or More Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
3,Lynchburg District,162,Town of Altavista,7,Rural Major Collector,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,2,0.00%,,
3,Lynchburg District,162,Town of Altavista,8,Rural Minor Collector,01,Motorcycles,              ,,,,,,,,,,,,,,,,,,,,,,,,,36,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,36,0.00%,,
3,Lynchburg District,162,Town of Altavista,8,Rural Minor Collector,02,Passenger Cars,              ,,,,,,,,,,,,,,,,,,,,,,,,,6,400,0.03%,0.00%,,,,,,,,,,,,,,,,,,,,,,6,400,0.00%,,
3,Lynchburg District,162,Town of Altavista,8,Rural Minor Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,,,,,,,,,,,,,,,,,,,1,292,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,1,292,0.00%,,
3,Lynchburg District,162,Town of Altavista,8,Rural Minor Collector,04,Busses,              ,,,,,,,,,,,,,,,,,,,,,,,,,18,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,18,0.00%,,
3,Lynchburg District,162,Town of Altavista,8,Rural Minor Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,,,,,,,,,,,,,,,,,,,25,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,25,0.00%,,
3,Lynchburg District,162,Town of Altavista,8,Rural Minor Collector,06,Three Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,20,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,20,0.00%,,
3,Lynchburg District,162,Town of Altavista,8,Rural Minor Collector,07,Four or More Axle Single Unit Trucks,              ,,,,,,,,,,,,,,,,,,,,,,,,,10,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,10,0.00%,,
3,Lynchburg District,162,Town of Altavista,8,Rural Minor Collector,08,Four Axle or Fewer Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,36,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,36,0.00%,,
3,Lynchburg District,162,Town of Altavista,8,Rural Minor Collector,09,Five Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,30,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,30,0.00%,,
3,Lynchburg District,162,Town of Altavista,8,Rural Minor Collector,10,Six or More Axle Single Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Lynchburg District,162,Town of Altavista,8,Rural Minor Collector,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
3,Lynchburg District,162,Town of Altavista,9,Rural Local System,02,Passenger Cars,              ,,,,,,,,,,,,,,,,,,,,,,,,,3,533,0.02%,0.00%,,,,,,,,,,,,,,,,,,,,,,3,533,0.00%,,
3,Lynchburg District,162,Town of Altavista Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,606,0.12%,0.01%,,,,,,,,,,,,,,,,,,,,,,22,606,0.01%,,
