2,Salem District,126,City of Radford,19,Urban Local System,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,78,558,0.40%,0.03%,,,,,,,,,,,,,,,,,,,,,,78,558,0.03%,,
2,Salem District,126,City of Radford Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,371,0.61%,0.05%,,,,86,031,0.39%,0.04%,,,,,,,,,,,,,,,,204,402,0.09%,,
2,Salem District,128,City of Roanoke,14,Urban Principal Arterial - Other,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,10,366,0.05%,0.00%,,,,515,773,2.36%,0.23%,,,,,,,,,,,,,,,,526,139,0.23%,,
2,Salem District,128,City of Roanoke,16,Urban Minor Arterial,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,328,989,1.69%,0.15%,,,,201,888,0.92%,0.09%,,,,,,,,,,,,,,,,530,877,0.24%,,
2,Salem District,128,City of Roanoke,17,Urban Collector,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,131,545,0.67%,0.06%,,,,16,140,0.07%,0.01%,,,,,,,,,,,,,,,,147,685,0.07%,,
2,Salem District,128,City of Roanoke,19,Urban Local System,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,387,883,1.99%,0.17%,,,,,,,,,,,,,,,,,,,,,,387,883,0.17%,,
2,Salem District,128,City of Roanoke Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858,783,4.40%,0.38%,,,,733,801,3.35%,0.33%,,,,,,,,,,,,,,,,1,592,584,0.71%,,
2,Salem District,157,Town of Rocky Mount,6,Rural Minor Arterial,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,485,0.21%,0.02%,,,,,,,,,,,,,,,,46,485,0.02%,,
2,Salem District,157,Town of Rocky Mount,7,Rural Major Collector,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,10,552,0.05%,0.00%,,,,24,073,0.11%,0.01%,,,,,,,,,,,,,,,,34,625,0.02%,,
2,Salem District,157,Town of Rocky Mount,8,Rural Minor Collector,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,6,924,0.04%,0.00%,,,,,,,,,,,,,,,,,,,,,,6,924,0.00%,,
2,Salem District,157,Town of Rocky Mount,9,Rural Local System,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,17,543,0.09%,0.01%,,,,,,,,,,,,,,,,,,,,,,17,543,0.01%,,
2,Salem District,157,Town of Rocky Mount Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,020,0.18%,0.02%,,,,70,558,0.32%,0.03%,,,,,,,,,,,,,,,,105,578,0.05%,,
2,Salem District,129,City of Salem,14,Urban Principal Arterial - Other,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,282,0.96%,0.09%,,,,,,,,,,,,,,,,210,282,0.09%,,
2,Salem District,129,City of Salem,16,Urban Minor Arterial,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,34,119,0.17%,0.02%,,,,46,669,0.21%,0.02%,,,,,,,,,,,,,,,,80,789,0.04%,,
2,Salem District,129,City of Salem,17,Urban Collector,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,32,188,0.16%,0.01%,,,,21,133,0.10%,0.01%,,,,,,,,,,,,,,,,53,321,0.02%,,
2,Salem District,129,City of Salem,19,Urban Local System,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,98,596,0.51%,0.04%,,,,,,,,,,,,,,,,,,,,,,98,596,0.04%,,
2,Salem District,129,City of Salem Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,904,0.84%,0.07%,,,,278,085,1.27%,0.12%,,,,,,,,,,,,,,,,442,988,0.20%,,
2,Salem District,149,Town of Vinton,16,Urban Minor Arterial,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,25,042,0.13%,0.01%,,,,51,241,0.23%,0.02%,,,,,,,,,,,,,,,,76,283,0.03%,,
2,Salem District,149,Town of Vinton,17,Urban Collector,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,20,122,0.10%,0.01%,,,,,,,,,,,,,,,,,,,,,,20,122,0.01%,,
2,Salem District,149,Town of Vinton,19,Urban Local System,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,37,811,0.19%,0.02%,,,,,,,,,,,,,,,,,,,,,,37,811,0.02%,,
2,Salem District,149,Town of Vinton Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,975,0.43%,0.04%,,,,51,241,0.23%,0.02%,,,,,,,,,,,,,,,,134,216,0.06%,,
2,Salem District,,Salem District Total:,,,,,,3,431,979,8.52%,1.52%,,,,7,239,858,10.52%,3.22%,,,,5,063,064,7.62%,2.25%,,,,,,,,,,1,880,706,9.64%,0.84%,,,,1,850,244,8.45%,0.82%,,,,,,,,,,,,,,,,19,465,851,8.65%,,
3,Lynchburg District,005,Amherst County,2,Rural Principal Arterial - Other,,,              ,,,,,,,78,921,0.11%,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,921,0.04%,,
3,Lynchburg District,005,Amherst County,6,Rural Minor Arterial,,,              ,,,,,,,128,920,0.19%,0.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,920,0.06%,,
3,Lynchburg District,005,Amherst County,7,Rural Major Collector,,,              ,50,642,0.13%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,642,0.02%,,
3,Lynchburg District,005,Amherst County,8,Rural Minor Collector,,,              ,10,700,0.03%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,700,0.00%,,
3,Lynchburg District,005,Amherst County,9,Rural Local System,,,              ,44,695,0.11%,0.02%,,,,11,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,707,0.02%,,
3,Lynchburg District,005,Amherst County,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,,,,,,,295,942,0.43%,0.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,942,0.13%,,
3,Lynchburg District,005,Amherst County,14,Urban Principal Arterial - Other,,,              ,,,,,,,198,931,0.29%,0.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,931,0.09%,,
3,Lynchburg District,005,Amherst County,16,Urban Minor Arterial,,,              ,13,151,0.03%,0.01%,,,,76,515,0.11%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,666,0.04%,,
3,Lynchburg District,005,Amherst County,17,Urban Collector,,,              ,55,043,0.14%,0.02%,,,,1,995,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,037,0.03%,,
3,Lynchburg District,005,Amherst County,19,Urban Local System,,,              ,29,064,0.07%,0.01%,,,,3,655,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,719,0.01%,,
3,Lynchburg District,005,Amherst County Total:,,,,,,203,293,0.50%,0.09%,,,,784,889,1.14%,0.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988,183,0.44%,,
3,Lynchburg District,006,Appomattox County,2,Rural Principal Arterial - Other,,,              ,,,,,,,251,645,0.37%,0.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,645,0.11%,,
3,Lynchburg District,006,Appomattox County,6,Rural Minor Arterial,,,              ,,,,,,,52,740,0.08%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,740,0.02%,,
3,Lynchburg District,006,Appomattox County,7,Rural Major Collector,,,              ,64,492,0.16%,0.03%,,,,26,108,0.04%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,600,0.04%,,
3,Lynchburg District,006,Appomattox County,8,Rural Minor Collector,,,              ,10,120,0.03%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,120,0.00%,,
3,Lynchburg District,006,Appomattox County,9,Rural Local System,,,              ,57,827,0.14%,0.03%,,,,327,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,154,0.03%,,
3,Lynchburg District,006,Appomattox County Total:,,,,,,132,440,0.33%,0.06%,,,,330,820,0.48%,0.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,260,0.21%,,
3,Lynchburg District,014,Buckingham County,6,Rural Minor Arterial,,,              ,,,,,,,275,163,0.40%,0.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,163,0.12%,,
3,Lynchburg District,014,Buckingham County,7,Rural Major Collector,,,              ,47,638,0.12%,0.02%,,,,11,444,0.02%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,082,0.03%,,
3,Lynchburg District,014,Buckingham County,8,Rural Minor Collector,,,              ,10,292,0.03%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,292,0.00%,,
3,Lynchburg District,014,Buckingham County,9,Rural Local System,,,              ,82,476,0.20%,0.04%,,,,14,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,490,0.04%,,
3,Lynchburg District,014,Buckingham County Total:,,,,,,140,406,0.35%,0.06%,,,,286,621,0.42%,0.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427,027,0.19%,,
3,Lynchburg District,015,Campbell County,2,Rural Principal Arterial - Other,,,              ,,,,,,,439,043,0.64%,0.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,043,0.20%,,
3,Lynchburg District,015,Campbell County,6,Rural Minor Arterial,,,              ,,,,,,,222,827,0.32%,0.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,827,0.10%,,
3,Lynchburg District,015,Campbell County,7,Rural Major Collector,,,              ,189,416,0.47%,0.08%,,,,58,505,0.09%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,921,0.11%,,
3,Lynchburg District,015,Campbell County,8,Rural Minor Collector,,,              ,10,612,0.03%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,612,0.00%,,
3,Lynchburg District,015,Campbell County,9,Rural Local System,,,              ,132,460,0.33%,0.06%,,,,193,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,654,0.06%,,
3,Lynchburg District,015,Campbell County,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,,,,,,,301,558,0.44%,0.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,558,0.13%,,
3,Lynchburg District,015,Campbell County,14,Urban Principal Arterial - Other,,,              ,,,,,,,340,533,0.49%,0.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,533,0.15%,,
3,Lynchburg District,015,Campbell County,16,Urban Minor Arterial,,,              ,48,963,0.12%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,963,0.02%,,
3,Lynchburg District,015,Campbell County,17,Urban Collector,,,              ,66,687,0.17%,0.03%,,,,5,559,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,246,0.03%,,
3,Lynchburg District,015,Campbell County,19,Urban Local System,,,              ,45,985,0.11%,0.02%,,,,3,698,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,683,0.02%,,
3,Lynchburg District,015,Campbell County Total:,,,,,,494,122,1.23%,0.22%,,,,1,371,917,1.99%,0.61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,866,039,0.83%,,
3,Lynchburg District,019,Charlotte County,2,Rural Principal Arterial - Other,,,              ,,,,,,,105,692,0.15%,0.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,692,0.05%,,
3,Lynchburg District,019,Charlotte County,6,Rural Minor Arterial,,,              ,,,,,,,70,801,0.10%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,801,0.03%,,
3,Lynchburg District,019,Charlotte County,7,Rural Major Collector,,,              ,42,669,0.11%,0.02%,,,,80,027,0.12%,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,696,0.05%,,
3,Lynchburg District,019,Charlotte County,8,Rural Minor Collector,,,              ,3,304,0.01%,0.00%,,,,310,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,614,0.00%,,
3,Lynchburg District,019,Charlotte County,9,Rural Local System,,,              ,64,576,0.16%,0.03%,,,,114,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,690,0.03%,,
3,Lynchburg District,019,Charlotte County Total:,,,,,,110,549,0.27%,0.05%,,,,256,945,0.37%,0.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,494,0.16%,,
3,Lynchburg District,024,Cumberland County,6,Rural Minor Arterial,,,              ,,,,,,,119,721,0.17%,0.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,721,0.05%,,
3,Lynchburg District,024,Cumberland County,7,Rural Major Collector,,,              ,25,667,0.06%,0.01%,,,,24,029,0.03%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,696,0.02%,,
3,Lynchburg District,024,Cumberland County,8,Rural Minor Collector,,,              ,5,794,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,794,0.00%,,
3,Lynchburg District,024,Cumberland County,9,Rural Local System,,,              ,46,197,0.11%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,197,0.02%,,
3,Lynchburg District,024,Cumberland County Total:,,,,,,77,658,0.19%,0.03%,,,,143,749,0.21%,0.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,407,0.10%,,
3,Lynchburg District,041,Halifax County,2,Rural Principal Arterial - Other,,,              ,,,,,,,315,764,0.46%,0.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,764,0.14%,,
3,Lynchburg District,041,Halifax County,6,Rural Minor Arterial,,,              ,,,,,,,181,262,0.26%,0.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,262,0.08%,,
3,Lynchburg District,041,Halifax County,7,Rural Major Collector,,,              ,145,650,0.36%,0.06%,,,,38,201,0.06%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,851,0.08%,,
3,Lynchburg District,041,Halifax County,8,Rural Minor Collector,,,              ,11,049,0.03%,0.00%,,,,1,982,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,031,0.01%,,
3,Lynchburg District,041,Halifax County,9,Rural Local System,,,              ,99,533,0.25%,0.04%,,,,11,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,544,0.04%,,
3,Lynchburg District,041,Halifax County,14,Urban Principal Arterial - Other,,,              ,,,,,,,17,593,0.03%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,593,0.01%,,
3,Lynchburg District,041,Halifax County,16,Urban Minor Arterial,,,              ,6,146,0.02%,0.00%,,,,49,334,0.07%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,480,0.02%,,
3,Lynchburg District,041,Halifax County,17,Urban Collector,,,              ,5,826,0.01%,0.00%,,,,82,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,907,0.00%,,
3,Lynchburg District,041,Halifax County,19,Urban Local System,,,              ,5,828,0.01%,0.00%,,,,7,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,835,0.00%,,
3,Lynchburg District,041,Halifax County Total:,,,,,,274,031,0.68%,0.12%,,,,604,236,0.88%,0.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878,267,0.39%,,
3,Lynchburg District,062,Nelson County,2,Rural Principal Arterial - Other,,,              ,,,,,,,310,727,0.45%,0.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,727,0.14%,,
3,Lynchburg District,062,Nelson County,6,Rural Minor Arterial,,,              ,,,,,,,153,029,0.22%,0.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,029,0.07%,,
3,Lynchburg District,062,Nelson County,7,Rural Major Collector,,,              ,30,907,0.08%,0.01%,,,,38,137,0.06%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,044,0.03%,,
3,Lynchburg District,062,Nelson County,8,Rural Minor Collector,,,              ,9,034,0.02%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,034,0.00%,,
3,Lynchburg District,062,Nelson County,9,Rural Local System,,,              ,54,729,0.14%,0.02%,,,,111,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,840,0.02%,,
3,Lynchburg District,062,Nelson County Total:,,,,,,94,670,0.24%,0.04%,,,,502,004,0.73%,0.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,673,0.27%,,
3,Lynchburg District,071,Pittsylvania County,2,Rural Principal Arterial - Other,,,              ,,,,,,,687,796,1.00%,0.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687,796,0.31%,,
3,Lynchburg District,071,Pittsylvania County,6,Rural Minor Arterial,,,              ,810,0.00%,0.00%,,,,177,314,0.26%,0.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,124,0.08%,,
3,Lynchburg District,071,Pittsylvania County,7,Rural Major Collector,,,              ,279,941,0.69%,0.12%,,,,70,970,0.10%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,911,0.16%,,
3,Lynchburg District,071,Pittsylvania County,8,Rural Minor Collector,,,              ,61,144,0.15%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,144,0.03%,,
3,Lynchburg District,071,Pittsylvania County,9,Rural Local System,,,              ,236,591,0.59%,0.11%,,,,601,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,192,0.11%,,
3,Lynchburg District,071,Pittsylvania County,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,,,,,,,178,489,0.26%,0.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,489,0.08%,,
3,Lynchburg District,071,Pittsylvania County,14,Urban Principal Arterial - Other,,,              ,,,,,,,95,905,0.14%,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,905,0.04%,,
3,Lynchburg District,071,Pittsylvania County,16,Urban Minor Arterial,,,              ,27,524,0.07%,0.01%,,,,473,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,996,0.01%,,
3,Lynchburg District,071,Pittsylvania County,17,Urban Collector,,,              ,12,269,0.03%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,269,0.01%,,
3,Lynchburg District,071,Pittsylvania County,19,Urban Local System,,,              ,31,765,0.08%,0.01%,,,,355,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,120,0.01%,,
3,Lynchburg District,071,Pittsylvania County Total:,,,,,,650,043,1.61%,0.29%,,,,1,211,903,1.76%,0.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,861,946,0.83%,,
3,Lynchburg District,073,Prince Edward County,2,Rural Principal Arterial - Other,,,              ,,,,,,,353,119,0.51%,0.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,119,0.16%,,
3,Lynchburg District,073,Prince Edward County,6,Rural Minor Arterial,,,              ,,,,,,,85,742,0.12%,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,742,0.04%,,
3,Lynchburg District,073,Prince Edward County,7,Rural Major Collector,,,              ,57,038,0.14%,0.03%,,,,16,473,0.02%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,511,0.03%,,
3,Lynchburg District,073,Prince Edward County,8,Rural Minor Collector,,,              ,12,667,0.03%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,667,0.01%,,
3,Lynchburg District,073,Prince Edward County,9,Rural Local System,,,              ,52,237,0.13%,0.02%,,,,176,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,412,0.02%,,
3,Lynchburg District,073,Prince Edward County,19,Urban Local System,,,              ,,,,,,,230,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,0.00%,,
3,Lynchburg District,073,Prince Edward County Total:,,,,,,121,942,0.30%,0.05%,,,,455,739,0.66%,0.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577,681,0.26%,,
3,Lynchburg District,162,Town of Altavista,7,Rural Major Collector,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,11,205,0.06%,0.00%,,,,,,,,,,,,,,,,,,,,,,11,205,0.00%,,
3,Lynchburg District,162,Town of Altavista,8,Rural Minor Collector,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,7,868,0.04%,0.00%,,,,,,,,,,,,,,,,,,,,,,7,868,0.00%,,
3,Lynchburg District,162,Town of Altavista,9,Rural Local System,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,3,533,0.02%,0.00%,,,,,,,,,,,,,,,,,,,,,,3,533,0.00%,,
3,Lynchburg District,162,Town of Altavista Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,606,0.12%,0.01%,,,,,,,,,,,,,,,,,,,,,,22,606,0.01%,,
3,Lynchburg District,108,City of Danville,14,Urban Principal Arterial - Other,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,7,594,0.04%,0.00%,,,,489,397,2.24%,0.22%,,,,,,,,,,,,,,,,496,991,0.22%,,
3,Lynchburg District,108,City of Danville,16,Urban Minor Arterial,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,126,823,0.65%,0.06%,,,,114,409,0.52%,0.05%,,,,,,,,,,,,,,,,241,232,0.11%,,
3,Lynchburg District,108,City of Danville,17,Urban Collector,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,53,384,0.27%,0.02%,,,,,,,,,,,,,,,,,,,,,,53,384,0.02%,,
3,Lynchburg District,108,City of Danville,19,Urban Local System,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,85,704,0.44%,0.04%,,,,,,,,,,,,,,,,,,,,,,85,704,0.04%,,
3,Lynchburg District,108,City of Danville Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,504,1.40%,0.12%,,,,603,806,2.76%,0.27%,,,,,,,,,,,,,,,,877,311,0.39%,,
3,Lynchburg District,144,Town of Farmville,14,Urban Principal Arterial - Other,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,433,0.24%,0.02%,,,,,,,,,,,,,,,,52,433,0.02%,,
3,Lynchburg District,144,Town of Farmville,16,Urban Minor Arterial,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,2,205,0.01%,0.00%,,,,46,371,0.21%,0.02%,,,,,,,,,,,,,,,,48,576,0.02%,,
3,Lynchburg District,144,Town of Farmville,17,Urban Collector,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,23,501,0.12%,0.01%,,,,,,,,,,,,,,,,,,,,,,23,501,0.01%,,
3,Lynchburg District,144,Town of Farmville,19,Urban Local System,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,9,468,0.05%,0.00%,,,,,,,,,,,,,,,,,,,,,,9,468,0.00%,,
3,Lynchburg District,144,Town of Farmville Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,175,0.18%,0.02%,,,,98,803,0.45%,0.04%,,,,,,,,,,,,,,,,133,978,0.06%,,
3,Lynchburg District,118,City of Lynchburg,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,887,1.91%,0.19%,,,,,,,,,,,,,,,,417,887,0.19%,,
3,Lynchburg District,118,City of Lynchburg,14,Urban Principal Arterial - Other,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,075,1.38%,0.13%,,,,,,,,,,,,,,,,303,075,0.13%,,
3,Lynchburg District,118,City of Lynchburg,16,Urban Minor Arterial,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,287,460,1.47%,0.13%,,,,195,606,0.89%,0.09%,,,,,,,,,,,,,,,,483,066,0.21%,,
3,Lynchburg District,118,City of Lynchburg,17,Urban Collector,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,93,449,0.48%,0.04%,,,,,,,,,,,,,,,,,,,,,,93,449,0.04%,,
3,Lynchburg District,118,City of Lynchburg,19,Urban Local System,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,134,384,0.69%,0.06%,,,,,,,,,,,,,,,,,,,,,,134,384,0.06%,,
3,Lynchburg District,118,City of Lynchburg Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515,293,2.64%,0.23%,,,,916,568,4.19%,0.41%,,,,,,,,,,,,,,,,1,431,860,0.64%,,
3,Lynchburg District,130,Town of South Boston,14,Urban Principal Arterial - Other,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,315,0.39%,0.04%,,,,,,,,,,,,,,,,85,315,0.04%,,
3,Lynchburg District,130,Town of South Boston,16,Urban Minor Arterial,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,17,034,0.09%,0.01%,,,,20,043,0.09%,0.01%,,,,,,,,,,,,,,,,37,077,0.02%,,
3,Lynchburg District,130,Town of South Boston,17,Urban Collector,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,4,634,0.02%,0.00%,,,,,,,,,,,,,,,,,,,,,,4,634,0.00%,,
3,Lynchburg District,130,Town of South Boston,19,Urban Local System,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,16,082,0.08%,0.01%,,,,,,,,,,,,,,,,,,,,,,16,082,0.01%,,
3,Lynchburg District,130,Town of South Boston Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,750,0.19%,0.02%,,,,105,359,0.48%,0.05%,,,,,,,,,,,,,,,,143,108,0.06%,,
3,Lynchburg District,,Lynchburg District Total:,,,,,,2,299,154,5.71%,1.02%,,,,5,948,823,8.64%,2.64%,,,,,,,,,,,,,,,,884,328,4.53%,0.39%,,,,1,724,536,7.88%,0.77%,,,,,,,,,,,,,,,,10,856,840,4.82%,,
