776316,  93,00613,     ,93-613,Indian Hollow Rd,093,Warren County,093,Warren County,0.96,"US 340 W, Stonewall Jackson Hwy",GW Natl For Bndy,420,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776317,  93,00613,     ,93-613, ,093,Warren County,093,Warren County,4.69,GW Natl For Bndy,4.69 MS of Bndy,230,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
776318,  93,00613,     ,93-613, ,093,Warren County,093,Warren County,1.04,4.69 MS of Bndy,93-608 Wilson Burke Rd,380,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
776319,  93,00613,     ,93-613, ,093,Warren County,093,Warren County,0.49,93-608 Wilson Burke Rd,93-619 Mtn Rd,160,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
776320,  93,00614,     ,93-614, ,093,Warren County,093,Warren County,1.30,"93-626 S, Toten Lane","SR 55 W, Strasburg Rd",30,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
776321,  93,00614,     ,93-614, ,093,Warren County,093,Warren County,0.70,"SR 55 E, Strasburg Rd",93-626 NORTH,110,R,,,,,,,X,,,,,,12/21/2005,,,,,,,,,,,,,,,
303717,  93,00615,     ,93-615,Stokes Airport Rd,093,Warren County,093,Warren County,1.90,"93-619 S, Rivermont Dr","93-626 E, Toten Lane",1000,F,91%,0%,1%,8%,0%,0%,C,0.1034,F,0.6754,1100,F,2008,,,,,,,,,,,,,,,
776322,  93,00615,     ,93-615, ,093,Warren County,093,Warren County,0.10,"93-626 E,Toten Lane",93-626 WEST,60,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
776323,  93,00615,     ,93-615, ,093,Warren County,093,Warren County,0.27,93-626 WEST,0.27 MN 93-626,470,R,,,,,,,X,,,,,,1988,,,,,,,,,,,,,,,
776324,  93,00615,     ,93-615, ,093,Warren County,093,Warren County,0.43,0.27 MN 93-626,93-660,40,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
776325,  93,00615,     ,93-615, ,093,Warren County,093,Warren County,1.50,93-660,"93-619 N, Mtn Rd",590,R,,,,,,,X,,,,,,12/21/2005,,,,,,,,,,,,,,,
776326,  93,00616,     ,93-616, ,093,Warren County,093,Warren County,0.70,93-678 Fort Valley Rd,SR 55 Strasburg Rd,120,R,,,,,,,X,,,,,,08/12/2008,,,,,,,,,,,,,,,
776327,  93,00616,     ,93-616, ,093,Warren County,093,Warren County,0.90,SR 55 Strasburg Rd,93-610 Bucks Mill Rd,130,R,,,,,,,X,,,,,,08/12/2008,,,,,,,,,,,,,,,
776328,  93,00617,     ,93-617,Ridgeway Rd,093,Warren County,093,Warren County,1.70,93-618,93-626,250,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
776329,  93,00618,     ,93-618, ,093,Warren County,093,Warren County,0.89,Dead End,"93-619 W, Rivermont Dr",710,R,,,,,,,X,,,,,,01/26/2006,,,,,,,,,,,,,,,
776330,  93,00618,     ,93-618, ,093,Warren County,093,Warren County,0.50,"93-619 E, Rivermont Dr",93-617 Ridgeway Rd,600,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
776331,  93,00618,     ,93-618, ,093,Warren County,093,Warren County,0.80,93-617 Ridgeway Rd,93-615 Stokes Airport Rd,280,R,,,,,,,X,,,,,,01/26/2006,,,,,,,,,,,,,,,
303718,  93,00619,     ,93-619,Rivermont Dr,093,Warren County,093,Warren County,2.09,US 340 Stonewall Jackson Hwy,93-677 Catlett Mountain Road,4800,F,99%,0%,1%,0%,0%,0%,F,0.0946,F,0.6850,5000,F,2008,,,,,,,,,,,,,,,
303719,  93,00619,     ,93-619,Rivermont Dr,093,Warren County,093,Warren County,0.08,93-677 Catlett Mountain Road,93-615 S; Stokes Airport Rd,4400,F,99%,0%,1%,0%,0%,0%,F,0.0967,F,0.6815,4600,F,2008,,,,,,,,,,,,,,,
303720,  93,00619,     ,93-619,Rivermont Dr,093,Warren County,093,Warren County,2.22,93-615 S; Stokes Airport Rd,93-673 McCoys Ford Road,3200,F,99%,0%,1%,0%,0%,0%,C,0.0872,F,0.0000,3300,F,2008,,,,,,,,,,,,,,,
303721,  93,00619,     ,93-619,Mountain Rd,093,Warren County,093,Warren County,1.93,93-673 McCoys Ford Rd,93-626 Steed Lane,690,F,99%,0%,1%,0%,0%,0%,F,0.1046,F,0.5329,730,F,2008,,,,,,,,,,,,,,,
303722,  93,00619,     ,93-619,Mountain Rd,093,Warren County,093,Warren County,2.43,93-626 Steed Lane,93-678 Fort Valley Rd,940,F,99%,0%,1%,0%,0%,0%,F,0.0929,F,0.6355,980,F,2008,,,,,,,,,,,,,,,
776332,  93,00620,     ,93-620,Bennys Beach Rd,093,Warren County,093,Warren County,0.60,Dead End,93-658 Rockland Rd,310,R,,,,,,,X,,,,,,07/30/2008,,,,,,,,,,,,,,,
776333,  93,00621,     ,93-621,Punch Run Rd,093,Warren County,093,Warren County,0.60,93-660,SR 55 Strasburg Rd,1300,R,,,,,,,X,,,,,,12/21/2005,,,,,,,,,,,,,,,
776334,  93,00622,     ,93-622, ,093,Warren County,093,Warren County,1.00,93-634 Smith Run Rd,1.00 MN 93-634 Smith Run Rd,110,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776335,  93,00622,     ,93-622, ,093,Warren County,093,Warren County,0.10,1.00 MN 93-634 Smith Run Rd,Dead End; Gap,110,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776336,  93,00622,     ,93-622, ,093,Warren County,093,Warren County,0.39,Dead End; Gap,0.39 ME of Dead End,80,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776337,  93,00622,     ,93-622, ,093,Warren County,093,Warren County,0.50,0.39 ME of Dead End,0.89 ME of Dead End,80,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776338,  93,00622,     ,93-622, ,093,Warren County,093,Warren County,0.50,0.89 ME of Dead End,93-649 Browntown Rd,230,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776339,  93,00622,     ,93-622, ,093,Warren County,093,Warren County,0.70,93-649 Browntown Rd,93-631,140,R,,,,,,,X,,,,,,01/26/2006,,,,,,,,,,,,,,,
776340,  93,00622,     ,93-622, ,093,Warren County,093,Warren County,2.79,93-631,2.79 MN 93-631,180,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776341,  93,00622,     ,93-622, ,093,Warren County,093,Warren County,0.36,2.79 MN 93-631,93-654 Maple St,300,R,,,,,,,X,,,,,,01/26/2006,,,,,,,,,,,,,,,
776342,  93,00622,     ,93-622, ,093,Warren County,093,Warren County,0.06,93-654 Maple St,93-674 Limeton Church Rd,300,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776343,  93,00623,     ,93-623,Downing Farm Rd,093,Warren County,093,Warren County,1.72,Dead End,1.72 MN Dead End,430,R,,,,,,,X,,,,,,01/26/2006,,,,,,,,,,,,,,,
776344,  93,00623,     ,93-623,Downing Farm Rd,093,Warren County,093,Warren County,0.38,1.72 MN Dead End,93-673 McCoys Ford Rd,440,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
303723,  93,00624,     ,93-624,Happy Creek Rd,093,Warren County,093,Warren County,0.50,NCL Front Royal,93-647 Dismal Hollow Rd,4200,F,95%,0%,1%,4%,0%,0%,F,0.0906,F,0.5189,4400,F,2008,,,,,,,,,,,,,,,
303724,  93,00624,     ,93-624, ,093,Warren County,093,Warren County,0.40,93-647 Dismal Hollow Rd,93-645 Manassas Run Rd,3600,F,95%,0%,1%,4%,0%,0%,F,0.0865,F,0.6167,3700,F,2008,,,,,,,,,,,,,,,
303725,  93,00624,     ,93-624,Morgan Ford Rd,093,Warren County,093,Warren County,1.28,93-645 Manassas Run Rd,93-643,3400,F,95%,0%,1%,4%,0%,0%,C,0.0942,F,0.0000,3600,F,2008,,,,,,,,,,,,,,,
303726,  93,00624,     ,93-624,Morgan Ford Rd,093,Warren County,093,Warren County,1.80,93-643,93-661 Fairground Rd,1600,F,95%,0%,1%,4%,0%,0%,F,0.1057,F,0.5269,1700,F,2008,,,,,,,,,,,,,,,
776345,  93,00624,     ,93-624, ,093,Warren County,093,Warren County,3.60,93-661 Fairground Rd,Clarke County Line,290,R,,,,,,,X,,,,,,01/10/2006,,,,,,,,,,,,,,,
776346,  93,00625,     ,93-625,Pine Hills Rd,093,Warren County,093,Warren County,0.25,93-637 Guard Hill Rd,Dead End,80,R,,,,,,,X,,,,,,08/12/2008,,,,,,,,,,,,,,,
776347,  93,00626,     ,93-626, ,093,Warren County,093,Warren County,1.60,93-619 Mtn Rd,93-615 WEST,160,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
303727,  93,00626,     ,93-626,Toten Lane,093,Warren County,093,Warren County,1.80,"93-615 E, Wakeman Mill Rd","SR 55 W, Strasburg Rd",1400,F,97%,0%,0%,2%,0%,0%,C,0.1081,F,0.5629,1500,F,2008,,,,,,,,,,,,,,,
776348,  93,00626,     ,93-626, ,093,Warren County,093,Warren County,1.00,"SR 55 E, Strasburg Rd",93-614,320,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
776349,  93,00626,     ,93-626, ,093,Warren County,093,Warren County,0.10,93-614,93-610 Bucks Mill Rd,190,R,,,,,,,X,,,,,,12/21/2005,,,,,,,,,,,,,,,
776350,  93,00626,     ,93-626, ,093,Warren County,093,Warren County,0.50,93-610 Bucks Mill Rd,Dead End,10,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
776351,  93,00626,     ,93-626, ,093,Warren County,093,Warren County,0.20,Dead End; Gap,93-612 Gafia Lodge Rd,70,R,,,,,,,X,,,,,,08/12/2008,,,,,,,,,,,,,,,
776352,  93,00626,     ,93-626, ,093,Warren County,093,Warren County,0.70,93-612 Gafia Lodge Rd,93-637 River Rd,110,R,,,,,,,X,,,,,,08/12/2008,,,,,,,,,,,,,,,
303728,  93,00627,     ,93-627,Reliance Rd,093,Warren County,093,Warren County,0.79,Frederick County Line,93-637 River Rd,1600,F,97%,0%,1%,1%,1%,0%,F,0.0887,F,0.5106,1700,F,2008,,,,,,,,,,,,,,,
303729,  93,00627,     ,93-627,Reliance Rd,093,Warren County,093,Warren County,3.48,93-637 River Rd,93-609 Ritenour Hollow Rd,1500,F,97%,0%,1%,1%,1%,0%,C,0.0965,F,0.6053,1600,F,2008,,,,,,,,,,,,,,,
303730,  93,00627,     ,93-627,Reliance Rd,093,Warren County,093,Warren County,0.33,93-609 Ritenour Hollow Rd,US 522 Winchester Rd,2300,F,97%,0%,1%,1%,1%,0%,F,0.0816,F,0.5556,2400,F,2008,,,,,,,,,,,,,,,
776353,  93,00628,     ,93-628,Rocky Hollow Rd,093,Warren County,093,Warren County,0.80,US 340 Stonewall Jackson Hwy,"93-629 S, Acron Hill Rd",45,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776354,  93,00628,     ,93-628,Rocky Hollow Rd,093,Warren County,093,Warren County,0.30,"93-629 S, Acron Hill Rd","93-629 N, Acron Hill Rd",150,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776355,  93,00628,     ,93-628,Rocky Hollow Rd,093,Warren County,093,Warren County,1.10,"93-629 N, Acron Hill Rd",93-613,100,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776356,  93,00629,     ,93-629,Acron Hill Rd,093,Warren County,093,Warren County,0.65,Dead End,"93-628 N, Rocky Hollow Rd",30,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776357,  93,00629,     ,93-629,Acron Hill Rd,093,Warren County,093,Warren County,1.00,"93-628 S, Rocky Hollow Rd",US 340 Stonewall Jackson Hwy,140,R,,,,,,,X,,,,,,01/26/2006,,,,,,,,,,,,,,,
776358,  93,00630,     ,93-630,Thompson Hollow Rd,093,Warren County,093,Warren County,1.85,Dead End,1.85 MN Dead End,440,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776359,  93,00630,     ,93-630,Thompson Hollow Rd,093,Warren County,093,Warren County,0.40,1.85 MN Dead End,93-613 Bentonville Browntown Rd,440,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776360,  93,00631,     ,93-631, ,093,Warren County,093,Warren County,1.20,93-622,"93-613 W, Bentonville Browntown Rd",90,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776361,  93,00631,     ,93-631, ,093,Warren County,093,Warren County,5.70,93-613 MID,93-632 Fetchett Rd,110,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776362,  93,00631,     ,93-631, ,093,Warren County,093,Warren County,0.40,93-632 Fetchett Rd,93-634 Smith Run Rd,380,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776363,  93,00631,     ,93-631, ,093,Warren County,093,Warren County,0.10,93-634 Smith Run Rd,93-613 E; 93-649,630,R,,,,,,,X,,,,,,01/26/2006,,,,,,,,,,,,,,,
776364,  93,00632,     ,93-632,Fetchett Rd,093,Warren County,093,Warren County,0.40,Dead End,93-633 Broad Run Rd,20,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776365,  93,00632,     ,93-632,Fetchett Rd,093,Warren County,093,Warren County,0.70,93-633 Broad Run Rd,93-631,110,R,,,,,,,X,,,,,,06/20/2002,,,,,,,,,,,,,,,
776366,  93,00633,     ,93-633,Broad Run Rd,093,Warren County,093,Warren County,0.40,Dead End,93-632 Fetchett Rd,48,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776367,  93,00634,     ,93-634,Smith Run Rd,093,Warren County,093,Warren County,1.00,93-631,93-622,220,R,,,,,,,X,,,,,,01/26/2006,,,,,,,,,,,,,,,
776368,  93,00634,     ,93-634,Smith Run Rd,093,Warren County,093,Warren County,1.20,93-622,Dead End,90,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776369,  93,00635,     ,93-635,Bowmans Mill Rd,093,Warren County,093,Warren County,0.20,Shenandoah County Line,"93-611 W, Long Meadow Rd",90,R,,,,,,,X,,,,,,08/14/2008,,,,,,,,,,,,,,,
776370,  93,00635,     ,93-635,Bowmans Mill Rd,093,Warren County,093,Warren County,1.90,"93-611 W, Long Meadow Rd","93-611 E, Long Meadow Rd",30,R,,,,,,,X,,,,,,08/14/2008,,,,,,,,,,,,,,,
776371,  93,00636,     ,93-636,Crassland Rd,093,Warren County,093,Warren County,1.00,Dead End,93-638,40,R,,,,,,,X,,,,,,07/30/2008,,,,,,,,,,,,,,,
776372,  93,00637,     ,93-637, ,093,Warren County,093,Warren County,0.15,Dead End,US 522 Winchester Rd,1200,R,,,,,,,X,,,,,,08/12/2008,,,,,,,,,,,,,,,
303731,  93,00637,     ,93-637,Guard Hill Rd,093,Warren County,093,Warren County,1.76,US 522 Winchester Rd,93-625 Pine Hills Rd,940,F,98%,0%,1%,1%,0%,0%,F,0.0897,F,0.5138,990,F,2008,,,,,,,,,,,,,,,
303732,  93,00637,     ,93-637,Guard Hill Rd,093,Warren County,093,Warren County,2.51,93-625 Pine Hills Rd,93-626 Catletts Ford Rd,440,F,98%,0%,1%,1%,0%,0%,C,0.1253,F,0.5273,460,F,2008,,,,,,,,,,,,,,,
303733,  93,00637,     ,93-637,River Rd,093,Warren County,093,Warren County,1.01,93-626 Catletts Ford Rd,93-627 Chapel Rd; Reliance Rd,400,F,98%,0%,1%,1%,0%,0%,F,0.1348,F,0.6053,410,F,2008,,,,,,,,,,,,,,,
776373,  93,00637,     ,93-637, ,093,Warren County,093,Warren County,1.21,93-627 Reliance Rd,93-854 Buckhorn Rd,150,R,,,,,,,X,,,,,,12/27/2005,,,,,,,,,,,,,,,
776374,  93,00637,     ,93-637, ,093,Warren County,093,Warren County,0.50,93-854 Buckhorn Rd,Frederick County Line,80,R,,,,,,,X,,,,,,08/12/2008,,,,,,,,,,,,,,,
776375,  93,00638,     ,93-638, ,093,Warren County,093,Warren County,1.20,Fauquier County Line; 30-638,93-636 Crassland Rd,290,R,,,,,,,X,,,,,,01/24/2006,,,,,,,,,,,,,,,
776376,  93,00638,     ,93-638, ,093,Warren County,093,Warren County,0.60,93-636 Crassland Rd,SR 55 John Marshall Hwy,560,R,,,,,,,X,,,,,,07/30/2008,,,,,,,,,,,,,,,
776377,  93,00638,     ,93-638, ,093,Warren County,093,Warren County,0.20,SR 55 John Marshall Hwy,FR-283,3400,R,,,,,,,X,,,,,,01/10/2006,,,,,,,,,,,,,,,
776378,  93,00638,     ,93-638, ,093,Warren County,093,Warren County,2.39,FR-283,93-1133,2800,R,,,,,,,X,,,,,,01/10/2006,,,,,,,,,,,,,,,
776379,  93,00638,     ,93-638, ,093,Warren County,093,Warren County,6.38,93-1133,93-688,660,R,,,,,,,X,,,,,,07/30/2008,,,,,,,,,,,,,,,
776380,  93,00638,     ,93-638, ,093,Warren County,093,Warren County,1.70,93-688,93-603 Howellsville Rd,1100,R,,,,,,,X,,,,,,01/10/2006,,,,,,,,,,,,,,,
303734,  93,00638,     ,93-638,Howellsville Rd,093,Warren County,093,Warren County,2.90,93-603 Howellsville Rd,Clarke County Line; 21-638,1700,F,98%,0%,1%,0%,1%,0%,C,0.0973,F,0.7598,1800,F,2008,,,,,,,,,,,,,,,
776381,  93,00639,     ,93-639, ,093,Warren County,093,Warren County,0.36,Frederick County Line,"93-802 S, Zion Church Rd",1000,R,,,,,,,X,,,,,,12/27/2005,,,,,,,,,,,,,,,
776382,  93,00639,     ,93-639, ,093,Warren County,093,Warren County,0.03,"93-802 N, Zion Church Rd",US 522 Winchester Rd,320,R,,,,,,,X,,,,,,08/12/2008,,,,,,,,,,,,,,,
776383,  93,00639,     ,93-639, ,093,Warren County,093,Warren County,3.03,US 522 Winchester Rd,"93-658 N, Rockland Rd",200,R,,,,,,,X,,,,,,12/27/2005,,,,,,,,,,,,,,,
776384,  93,00639,     ,93-639, ,093,Warren County,093,Warren County,0.05,"93-658 N, Rockland Rd","93-658 S, Rockland Rd",590,R,,,,,,,X,,,,,,07/30/2008,,,,,,,,,,,,,,,
776385,  93,00639,     ,93-639, ,093,Warren County,093,Warren County,1.00,"93-658 S, Rockland Rd",93-624,250,R,,,,,,,X,,,,,,07/30/2008,,,,,,,,,,,,,,,
776386,  93,00640,     ,93-640,Bunker Hill Rd,093,Warren County,093,Warren County,0.20,93-735 Bowman Hollow Rd,Frederick County Line,130,R,,,,,,,X,,,,,,08/12/2008,,,,,,,,,,,,,,,
776387,  93,00641,     ,93-641,Double Church Rd,093,Warren County,093,Warren County,0.10,93-639,Frederick County Line,920,R,,,,,,,X,,,,,,12/27/2005,,,,,,,,,,,,,,,
776388,  93,00642,     ,93-642,Milldale Hollow Rd,093,Warren County,093,Warren County,1.00,Dead End,1.00 MW Dead End,30,R,,,,,,,X,,,,,,07/30/2008,,,,,,,,,,,,,,,
776389,  93,00642,     ,93-642,Milldale Hollow Rd,093,Warren County,093,Warren County,0.20,1.00 MW Dead End,93-624,100,R,,,,,,,X,,,,,,01/10/2006,,,,,,,,,,,,,,,
303735,  93,00643,     ,93-643, ,093,Warren County,093,Warren County,1.22,93-624 Morgan Ford Rd,93-603 Howellsville Rd,2400,F,98%,0%,1%,1%,0%,0%,C,0.0917,F,0.5193,2500,F,2008,,,,,,,,,,,,,,,
776390,  93,00644,     ,93-644,Stonebridge Rd,093,Warren County,093,Warren County,0.40,Clarke County Line,93-624,70,R,,,,,,,X,,,,,,07/30/2008,,,,,,,,,,,,,,,
776391,  93,00645,     ,93-645,Manassas Run Rd,093,Warren County,093,Warren County,0.29,93-624 Morgan Ford Rd,Dead End,50,R,,,,,,,X,,,,,,01/24/2006,,,,,,,,,,,,,,,
776392,  93,00646,     ,93-646,Esteppe Rd,093,Warren County,093,Warren County,0.80,Dead End,93-660,330,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
776393,  93,00647,     ,93-647,Dismal Hollow Rd,093,Warren County,093,Warren County,1.51,SR 55 John Marshall Hwy,93-603,2700,G,96%,1%,1%,1%,1%,0%,C,,,,2700,G,2008,,,,,,,,,,,,,,,
776394,  93,00647,     ,93-647,Dismal Hollow Rd,093,Warren County,093,Warren County,1.57,93-603,93-624 Happy Creek Rd,2400,R,,,,,,,X,,,,,,07/30/2008,,,,,,,,,,,,,,,
776395,  93,00648,     ,93-648,Spangler Lane,093,Warren County,093,Warren County,0.22,Dead End,93-674 Limeton Church Rd,60,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
303736,  93,00649,     ,93-649,Browntown Rd,093,Warren County,093,Warren County,1.73,93-613; 93-631,93-622 Liberty Hall Rd,860,F,99%,0%,0%,0%,0%,0%,F,0.0996,F,0.6755,910,F,2008,,,,,,,,,,,,,,,
303737,  93,00649,     ,93-649,Browntown Rd,093,Warren County,093,Warren County,2.52,93-622 Liberty Hall Rd,93-605 Poor House Rd,1200,F,99%,0%,0%,0%,0%,0%,F,0.0930,F,0.7149,1300,F,2008,,,,,,,,,,,,,,,
303738,  93,00649,     ,93-649,Browntown Rd,093,Warren County,093,Warren County,2.20,93-605 Poor House Rd,93-650,1700,F,99%,0%,0%,0%,0%,0%,C,0.0885,F,0.6706,1800,F,2008,,,,,,,,,,,,,,,
303739,  93,00649,     ,93-649,Browntown Rd,093,Warren County,093,Warren County,0.60,93-650 Snake Rd,93-1010 Park Ridge Court,1900,F,99%,0%,0%,0%,0%,0%,F,0.0959,F,0.7493,2000,F,2008,,,,,,,,,,,,,,,
303740,  93,00649,     ,93-649,Browntown Rd,093,Warren County,093,Warren County,0.19,93-1010 Park Ridge Court,93-745 Old Browntown Rd,2100,F,99%,0%,0%,0%,0%,0%,F,0.0939,F,0.6794,2200,F,2008,,,,,,,,,,,,,,,
303741,  93,00649,     ,93-649,Browntown Rd,093,Warren County,093,Warren County,0.19,93-745 Old Browntown Rd,US 340 Stonewall Jackson Hwy,2400,F,99%,0%,0%,0%,0%,0%,F,0.0919,F,0.6883,2500,F,2008,,,,,,,,,,,,,,,
776397,  93,00650,     ,93-650, ,093,Warren County,093,Warren County,0.32,93-649 Browntown Rd,US 340 Stonewall Jackson Hwy,20,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776400,  93,00652,     ,93-652,Little Loop Rd,093,Warren County,093,Warren County,0.18,93-656,93-656,60,R,,,,,,,X,,,,,,07/30/2008,,,,,,,,,,,,,,,
776401,  93,00654,     ,93-654,Maple St,093,Warren County,093,Warren County,0.17,93-622,93-737,30,R,,,,,,,X,,,,,,01/24/2006,,,,,,,,,,,,,,,
776402,  93,00655,     ,93-655,Country Club Dr,093,Warren County,093,Warren County,1.00,Dead End,US 522 Winchester Rd,6100,R,,,,,,,X,,,,,,07/30/2008,,,,,,,,,,,,,,,
776403,  93,00656,     ,93-656, ,093,Warren County,093,Warren County,1.00,SCL Front Royal,ECL Front Royal,60,R,,,,,,,X,,,,,,01/24/2006,,,,,,,,,,,,,,,
776404,  93,00657,     ,93-657,Station Lane,093,Warren County,093,Warren County,0.07,Dead End,93-638,40,R,,,,,,,X,,,,,,07/30/2008,,,,,,,,,,,,,,,
303742,  93,00658,     ,93-658,Rockland Rd,093,Warren County,093,Warren County,3.00,US 522 Winchester Rd,93-661 Fairground Rd,530,F,98%,0%,1%,0%,1%,0%,F,0.0997,F,0.5714,550,F,2008,,,,,,,,,,,,,,,
303743,  93,00658,     ,93-658,Rockland Rd,093,Warren County,093,Warren County,1.60,93-661 Fairground Rd,93-639 W; Ashby Station Rd,440,F,98%,0%,1%,0%,1%,0%,C,0.1091,F,0.5370,460,F,2008,,,,,,,,,,,,,,,
303744,  93,00658,     ,93-658,Rockland Rd,093,Warren County,093,Warren County,1.05,93-639 E; Ashby Station Rd,Clarke County Line,370,F,98%,0%,1%,0%,1%,0%,F,0.1102,F,0.5054,380,F,2008,,,,,,,,,,,,,,,
776405,  93,00659,     ,93-659, ,093,Warren County,093,Warren County,0.50,93-603 Howellsville Rd,Dead End,120,R,,,,,,,X,,,,,,01/10/2006,,,,,,,,,,,,,,,
776406,  93,00660,     ,93-660, ,093,Warren County,093,Warren County,0.30,93-615,"93-626 S, Toten Lane",820,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
776407,  93,00660,     ,93-660, ,093,Warren County,093,Warren County,1.50,93-614; 93-626 NORTH,93-621 Punch Run Rd,660,R,,,,,,,X,,,,,,12/21/2005,,,,,,,,,,,,,,,
776408,  93,00660,     ,93-660, ,093,Warren County,093,Warren County,0.68,93-621 Punch Run Rd,Dead End,160,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
303745,  93,00661,     ,93-661,Fairground Rd,093,Warren County,093,Warren County,1.23,93-624 Morgan Ford Rd,93-658 Rockland Rd,1700,F,98%,0%,1%,1%,0%,0%,F,0.1027,F,0.5410,1800,F,2008,,,,,,,,,,,,,,,
303746,  93,00661,     ,93-661,Fairground Rd,093,Warren County,093,Warren County,2.10,93-658 Rockland Rd,US 522 Winchester Rd,1800,F,98%,0%,1%,1%,0%,0%,C,0.1014,F,0.5025,1900,F,2008,,,,,,,,,,,,,,,
776409,  93,00662,     ,93-662,Foster Hollow Rd,093,Warren County,093,Warren County,0.33,Frederick County Line,Dead End,120,R,,,,,,,X,,,,,,08/12/2008,,,,,,,,,,,,,,,
776410,  93,00663,     ,93-663,Walnut Dr,093,Warren County,093,Warren County,0.32,Begin Loop,End Loop,120,R,,,,,,,X,,,,,,08/08/2002,,,,,,,,,,,,,,,
776411,  93,00663,     ,93-663,Walnut Dr,093,Warren County,093,Warren County,0.08,End Loop,93-745,370,R,,,,,,,X,,,,,,1999,,,,,,,,,,,,,,,
776412,  93,00664,     ,93-664,Whipporwill Rd,093,Warren County,093,Warren County,0.21,Dead End,SR 55 Strasburg Rd,80,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
776413,  93,00665,     ,93-665, ,093,Warren County,093,Warren County,0.07,Rappahannock County Line,US 522,950,R,,,,,,,X,,,,,,01/24/2006,,,,,,,,,,,,,,,
776414,  93,00667,     ,93-667,Mitchell Dr,093,Warren County,093,Warren County,0.30,93-626,Dead End,120,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
776415,  93,00668,     ,93-668,Theatre Rd,093,Warren County,093,Warren County,0.20,Dead End,SR 55 Strasburg Rd,130,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
776416,  93,00669,     ,93-669,Dogwood Lane,093,Warren County,093,Warren County,0.30,US 340 Stonewall Jackson Hwy,Dead End,80,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776417,  93,00670,     ,93-670,Point Rd,093,Warren County,093,Warren County,0.60,Dead End,93-737,90,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776418,  93,00671,     ,93-671,Harmony Orchard Rd,093,Warren County,093,Warren County,0.92,Dead End,93-604 Harmony Hollow Rd,350,R,,,,,,,X,,,,,,07/30/2008,,,,,,,,,,,,,,,
776419,  93,00672,     ,93-672,Bubb Lane,093,Warren County,093,Warren County,0.10,Dead End,93-613 Bentonville Browntown Rd,70,R,,,,,,,X,,,,,,01/26/2006,,,,,,,,,,,,,,,
776420,  93,00673,     ,93-673,McCoys Ford Rd,093,Warren County,093,Warren County,1.13,Dead End,93-623 Downing Farm Rd,360,R,,,,,,,X,,,,,,06/24/2002,,,,,,,,,,,,,,,
