746518,  45,01005,     ,45-1005,Wilson Ave,262,Town of Monterey,045,Highland County,0.09,US 250,45-1004 Fleisher Ave,490,R,,,,,,,X,,,,,,07/18/2006,,,,,,,,,,,,,,,
746519,  45,01005,     ,45-1005,Wilson Ave,262,Town of Monterey,045,Highland County,0.10,45-1004 Fleisher Ave,NCL Monterey,100,R,,,,,,,X,,,,,,07/18/2006,,,,,,,,,,,,,,,
785129,  45,01005,     ,45-1005, ,045,Highland County,045,Highland County,0.16,NCL Monterey,Dead End,100,N,,,,,,,X,,,,0,N,07/18/2006,,,,,,,,,,,,,,,
746520,  45,01006,     ,45-1006,Sieg Alley,262,Town of Monterey,045,Highland County,0.25,Dead End,45-636 Spruce St,120,R,,,,,,,X,,,,,,08/25/2003,,,,,,,,,,,,,,,
746521,  45,01007,     ,45-1007, ,045,Highland County,045,Highland County,0.14,Dead End,SCL Monterey,46,R,,,,,,,X,,,,,,06/23/2003,,,,,,,,,,,,,,,
785130,  45,01007,     ,45-1007, ,262,Town of Monterey,045,Highland County,0.08,SCL Monterey,45-1006 Sieg Alley,46,N,,,,,,,X,,,,0,N,06/23/2003,,,,,,,,,,,,,,,
746522,  45,01010,     ,45-1010, ,045,Highland County,045,Highland County,0.12,45-1011,45-636,110,R,,,,,,,X,,,,,,07/18/2006,,,,,,,,,,,,,,,
746523,  45,01011,     ,45-1011, ,045,Highland County,045,Highland County,0.07,45-1010,Cul-de-Sac,70,R,,,,,,,X,,,,,,07/18/2006,,,,,,,,,,,,,,,
790429,  45,01032,     ,45-1032, ,262,Town of Monterey,045,Highland County,0.13,45-636,45-636,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
746525,  45,09506,     ,45-9506, ,045,Highland County,045,Highland County,0.15,45-678,McDowell Elem Sch,40,R,,,,,,,X,,,,,,1986,,,,,,,,,,,,,,,
746526,  45,09965,     ,45-9965, ,045,Highland County,045,Highland County,0.17,Cul-de-Sac,45-649,680,R,,,,,,,X,,,,,,05/01/2003,,,,,,,,,,,,,,,
795202,  98,01126,     ,98-1126, ,262,Town of Monterey,098,Wythe County,0.29,98-1125,End of Loop,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
795203,  98,01127,     ,98-1127, ,262,Town of Monterey,098,Wythe County,0.04,Cul-de-Sac,98-1126,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
