613288, 104,03417,     ,104-3417,Stadium Rd,104,City of Charlottesville,104,City of Charlottesville,0.51,Maury Ave,Emmet St,3900,G,96%,1%,2%,0%,0%,0%,C,0.0881,F,0.5738,4200,G,2008,,,,,,,,,,,,,,,
613280, 104,03418,     ,104-3418,South St,104,City of Charlottesville,104,City of Charlottesville,0.22,2nd St,Water St,2000,G,99%,0%,1%,0%,0%,0%,C,0.0914,F,1.0000,2100,G,2008,,,,,,,,,,,,,,,
613278, 104,03419,     ,104-3419,7th Street NE,104,City of Charlottesville,104,City of Charlottesville,0.16,Water St,High St,1300,G,97%,1%,1%,0%,0%,0%,C,0.1140,F,0.5590,1400,G,2008,,,,,,,,,,,,,,,
613228, 104,03421,     ,104-3421,Park St,104,City of Charlottesville,104,City of Charlottesville,0.34,High St,Evergreen Ave,12000,G,99%,0%,1%,0%,0%,0%,F,0.0898,F,0.5826,13000,G,2008,,,,,,,,,,,,,,,
613319, 104,03421,     ,104-3421,Park St,104,City of Charlottesville,104,City of Charlottesville,0.34,Evergreen Ave,US 250,12000,G,99%,0%,1%,0%,0%,0%,C,0.0977,F,0.5860,13000,G,2008,,,,,,,,,,,,,,,
613312, 104,03421,     ,104-3421,Park St,104,City of Charlottesville,104,City of Charlottesville,0.25,US 250,104-3412 North Ave,22000,G,99%,0%,1%,0%,0%,0%,F,0.0851,F,0.5751,23000,G,2008,,,,,,,,,,,,,,,
613605, 104,03423,     ,104-3423,9th 10th Connector,104,City of Charlottesville,104,City of Charlottesville,0.28,Cherry Ave,US 250 Main St,11000,G,99%,0%,1%,0%,0%,0%,C,0.0882,F,0.5559,11000,G,2008,,,,,,,,,,,,,,,
613224, 104,03423,     ,104-3423,10th St,104,City of Charlottesville,104,City of Charlottesville,0.44,US 250 Main St,Grady Ave,8200,G,98%,0%,1%,0%,0%,0%,C,0.0931,F,0.6167,8800,G,2008,,,,,,,,,,,,,,,
613296, 104,03423,     ,104-3423,10th St,104,City of Charlottesville,104,City of Charlottesville,0.04,Grady Ave,Preston Ave,2600,G,98%,0%,1%,0%,0%,0%,F,0.0881,F,1.0000,2800,G,2008,,,,,,,,,,,,,,,
613272, 104,03425,     ,104-3425,14th St,104,City of Charlottesville,104,City of Charlottesville,0.46,Main St,Grady Ave,6500,G,96%,0%,3%,1%,0%,0%,C,0.0902,F,0.5895,7000,G,2008,,,,,,,,,,,,,,,
613297, 104,03425,     ,104-3425,Madison Ave,104,City of Charlottesville,104,City of Charlottesville,0.27,Grady Ave,Preston Ave,3600,G,96%,0%,4%,0%,0%,0%,F,0.0889,F,0.5373,3800,G,2008,,,,,,,,,,,,,,,
613295, 104,03425,     ,104-3425,Madison Ave,104,City of Charlottesville,104,City of Charlottesville,0.32,Preston Ave,Rose Hill Dr,260,G,96%,0%,4%,0%,0%,0%,C,0.1179,F,0.5758,280,G,2008,,,,,,,,,,,,,,,
613212, 104,03427,     ,104-3427,Rugby Rd,104,City of Charlottesville,104,City of Charlottesville,0.49,Grady Rd,Preston Ave,6000,G,99%,0%,0%,0%,0%,0%,C,0.0948,F,0.6415,6500,G,2008,,,,,,,,,,,,,,,
613214, 104,03429,     ,104-3429,Rose Hill Dr,104,City of Charlottesville,104,City of Charlottesville,0.65,Preston Ave,Rugby Ave,6300,G,98%,0%,1%,0%,0%,0%,C,0.1156,F,0.6308,6800,G,2008,,,,,,,,,,,,,,,
613273, 104,03431,     ,104-3431,Preston Ave,104,City of Charlottesville,104,City of Charlottesville,0.23,Grady Ave,Madison Ave,14000,G,98%,0%,1%,0%,0%,0%,F,0.0789,F,0.5395,15000,G,2008,,,,,,,,,,,,,,,
613213, 104,03431,     ,104-3431,Preston Ave,104,City of Charlottesville,104,City of Charlottesville,0.28,Madison Ave,Rugby Rd,16000,G,98%,0%,1%,0%,0%,0%,C,0.0787,F,0.5188,17000,G,2008,,,,,,,,,,,,,,,
613208, 104,03431,     ,104-3431,Rugby Rd,104,City of Charlottesville,104,City of Charlottesville,0.14,Preston Ave,Barracks Rd,21000,G,98%,0%,1%,0%,0%,0%,F,0.0831,F,0.5506,22000,G,2008,,,,,,,,,,,,,,,
613256, 104,03431,     ,104-3431,Rugby Rd,104,City of Charlottesville,104,City of Charlottesville,0.89,Barracks Rd,US 250,1900,G,98%,0%,1%,0%,0%,0%,F,0.1455,F,0.8802,2100,G,2008,,,,,,,,,,,,,,,
613279, 104,03431,     ,104-3431,Brandywine Dr,104,City of Charlottesville,104,City of Charlottesville,0.07,US 250,Hydraulic Rd,3600,N,98%,0%,1%,0%,0%,0%,N,0.1169,N,0.6231,3900,N,2008,,,,,,,,,,,,,,,
613276, 104,03431,     ,104-3431,Brandywine Dr,104,City of Charlottesville,104,City of Charlottesville,0.95,Hydraulic Rd,Greenbrier Dr,3600,G,98%,0%,1%,0%,0%,0%,C,0.1169,F,0.6231,3900,G,2008,,,,,,,,,,,,,,,
613307, 104,03431,     ,104-3431,Greenbrier Dr,104,City of Charlottesville,104,City of Charlottesville,0.33,Brandywine Dr,Tarleton Dr,3200,G,99%,0%,1%,0%,0%,0%,C,0.1409,F,0.6700,3400,G,2008,,,,,,,,,,,,,,,
613308, 104,03431,     ,104-3431,Greenbriar Dr,104,City of Charlottesville,104,City of Charlottesville,0.44,Tarleton Dr,NCL Charlottesville,3100,G,99%,0%,1%,0%,0%,0%,C,0.1273,F,0.5853,3300,G,2008,,,,,,,,,,,,,,,
613298, 104,03433,     ,104-3433,Arlington Blvd,104,City of Charlottesville,104,City of Charlottesville,0.34,Massie Rd,Emmet St,8900,G,97%,0%,2%,0%,0%,0%,F,0.0933,F,0.6692,9600,G,2008,,,,,,,,,,,,,,,
613205, 104,03435,     ,104-3435,Barracks Rd,104,City of Charlottesville,104,City of Charlottesville,0.50,Rugby Rd,Emmet St,17000,G,99%,0%,1%,0%,0%,0%,F,0.0766,F,0.5087,18000,G,2008,,,,,,,,,,,,,,,
613277, 104,03435,     ,104-3435,Barracks Rd,104,City of Charlottesville,104,City of Charlottesville,0.37,Emmet St,WCL Charlottesville,20000,G,99%,0%,1%,0%,0%,0%,C,0.0939,F,0.6037,22000,G,2008,,,,,,,,,,,,,,,
613309, 104,03437,     ,104-3437,Meadowbrook Heights,104,City of Charlottesville,104,City of Charlottesville,0.67,US 250,Yorktown Dr,1600,G,98%,0%,1%,0%,0%,0%,C,0.1462,F,0.6125,1700,G,2008,,,,,,,,,,,,,,,
613304, 104,03439,     ,104-3439,Hydraulic Rd,104,City of Charlottesville,104,City of Charlottesville,0.07,US 250,Mitchie Dr,30000,G,98%,0%,1%,0%,1%,0%,F,0.0876,F,0.5967,33000,G,2008,,,,,,,,,,,,,,,
613202, 104,03439,     ,104-3439,Hydraulic Rd,104,City of Charlottesville,104,City of Charlottesville,0.28,Mitchie Dr,US 29 Emmett St,30000,G,98%,0%,1%,0%,1%,0%,C,0.0854,F,0.5629,32000,G,2008,,,,,,,,,,,,,,,
513044, 104,00000,     ,104-0,14th St,104,City of Charlottesville,104,City of Charlottesville,0.00,US 250 University Ave,Sadler St,6400,G,,,,,,,X,0.0773,F,0.0000,6900,G,2008,,,,,,,,,,,,,,,
513019, 104,00000,     ,104-0,Albemarle St,104,City of Charlottesville,104,City of Charlottesville,0.00,Henry Ave,Concord Ave,230,G,,,,,,,X,0.1629,F,0.0000,250,G,2008,,,,,,,,,,,,,,,
513017, 104,00000,     ,104-0,Augusta St,104,City of Charlottesville,104,City of Charlottesville,0.00,Amherst St,Dead End,170,G,,,,,,,X,0.1257,F,0.0000,180,G,2008,,,,,,,,,,,,,,,
513032, 104,00000,     ,104-0,Azalea Dr,104,City of Charlottesville,104,City of Charlottesville,0.00,Garden Dr,Jefferson Park Ave,190,G,,,,,,,X,0.0995,F,0.0000,200,G,2008,,,,,,,,,,,,,,,
513004, 104,00000,     ,104-0,Banburry St,104,City of Charlottesville,104,City of Charlottesville,0.00,Tarleton Dr E,Tarleton Dr W,110,G,,,,,,,X,0.1230,F,0.0000,120,G,2008,,,,,,,,,,,,,,,
513018, 104,00000,     ,104-0,Birdwood Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,US 250 Bypass,Edge Hill Rd,430,G,,,,,,,X,0.1621,F,0.0000,460,G,2008,,,,,,,,,,,,,,,
513036, 104,00000,     ,104-0,Blenheim Ave,104,City of Charlottesville,104,City of Charlottesville,0.00,Castalia St,Monticello Ave,260,G,,,,,,,X,0.1246,F,0.0000,270,G,2008,,,,,,,,,,,,,,,
513001, 104,00000,     ,104-0,Brandywine Dr,104,City of Charlottesville,104,City of Charlottesville,0.00,Marie Pl,Melissa Pl,370,G,,,,,,,X,0.1252,F,0.0000,400,G,2008,,,,,,,,,,,,,,,
513041, 104,00000,     ,104-0,Cleveland Ave,104,City of Charlottesville,104,City of Charlottesville,0.00,Jefferson Park Ave,Hammond St,3100,G,,,,,,,X,0.1019,F,0.0000,3400,G,2008,,,,,,,,,,,,,,,
513025, 104,00000,     ,104-0,Coleman St,104,City of Charlottesville,104,City of Charlottesville,0.00,Belleview Ave,St George Ave,240,G,,,,,,,X,0.1123,F,0.0000,260,G,2008,,,,,,,,,,,,,,,
513028, 104,00000,     ,104-0,Dice St,104,City of Charlottesville,104,City of Charlottesville,0.00,7th St,6th St,1100,G,,,,,,,X,0.1449,F,0.0000,1200,G,2008,,,,,,,,,,,,,,,
613615, 104,00000,     ,104-0,Essex Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Brandywine Dr,Meadowbrook Heights Rd,1000,G,,,,,,,X,0.1494,F,0.0000,1100,G,2008,,,,,,,,,,,,,,,
613614, 104,00000,     ,104-0,Evergreen Ave,104,City of Charlottesville,104,City of Charlottesville,0.00,Park St.,Lyons Ct.,260,G,,,,,,,X,0.1372,F,0.0000,280,G,2008,,,,,,,,,,,,,,,
613612, 104,00000,     ,104-0,Fendall Ave,104,City of Charlottesville,104,City of Charlottesville,0.00,Fendall Terrace,Winston Terrace,170,G,,,,,,,X,0.1326,F,0.0000,190,G,2008,,,,,,,,,,,,,,,
513027, 104,00000,     ,104-0,Grove St,104,City of Charlottesville,104,City of Charlottesville,0.00,10th St,Jones St,390,G,,,,,,,X,0.0808,F,0.0000,420,G,2008,,,,,,,,,,,,,,,
613611, 104,00000,     ,104-0,Hampton St,104,City of Charlottesville,104,City of Charlottesville,0.00,Rives St,Nassau Street,310,G,,,,,,,X,0.0995,F,0.0000,330,G,2008,,,,,,,,,,,,,,,
513007, 104,00000,     ,104-0,Hessian Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Barracks Rd,Blue Ridge Rd,90,G,,,,,,,X,0.1313,F,0.0000,100,G,2008,,,,,,,,,,,,,,,
513008, 104,00000,     ,104-0,Hilltop Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Blue Ridge Rd,Meadowbrook Rd,340,G,,,,,,,X,0.1195,F,0.0000,370,G,2008,,,,,,,,,,,,,,,
513021, 104,00000,     ,104-0,Holmes Ave,104,City of Charlottesville,104,City of Charlottesville,0.00,North Ave,Elizabeth Ave,2200,G,,,,,,,X,0.1272,F,0.0000,2300,G,2008,,,,,,,,,,,,,,,
613618, 104,00000,     ,104-0,John St,104,City of Charlottesville,104,City of Charlottesville,0.00,13th Street,14th Street,1800,G,,,,,,,X,0.0868,F,0.0000,1900,G,2008,,,,,,,,,,,,,,,
513013, 104,00000,     ,104-0,Kent Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Alderman Rd,Minor Rd,150,G,,,,,,,X,0.1134,F,0.0000,170,G,2008,,,,,,,,,,,,,,,
513003, 104,00000,     ,104-0,Kerry Lane,104,City of Charlottesville,104,City of Charlottesville,0.00,Greenbrier Dr,Hillwood Pl,300,G,,,,,,,X,0.1359,F,0.0000,320,G,2008,,,,,,,,,,,,,,,
513026, 104,00000,     ,104-0,Lee St,104,City of Charlottesville,104,City of Charlottesville,0.00,Jefferson Park Ave,11th St,5600,G,,,,,,,X,0.0882,F,0.0000,6000,G,2008,,,,,,,,,,,,,,,
513014, 104,00000,     ,104-0,Lewis Mountain Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Lewis Mountain Circle,Cameron Lane,660,G,,,,,,,X,0.0937,F,0.5672,710,G,2008,,,,,,,,,,,,,,,
513040, 104,00000,     ,104-0,Linden St,104,City of Charlottesville,104,City of Charlottesville,0.00,Nassau St,Monticello Rd,2300,G,,,,,,,X,0.0975,F,0.0000,2500,G,2008,,,,,,,,,,,,,,,
513034, 104,00000,     ,104-0,McElroy Dr,104,City of Charlottesville,104,City of Charlottesville,0.00,Marion Ct,Troost Ct,150,G,,,,,,,X,0.1092,F,0.0000,160,G,2008,,,,,,,,,,,,,,,
513005, 104,00000,     ,104-0,Meadowbrook Heights Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Meadowbrook Ct,Yorktown Dr,570,G,,,,,,,X,0.1303,F,0.0000,620,G,2008,,,,,,,,,,,,,,,
513006, 104,00000,     ,104-0,Meadowbrook Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Morton Dr,Hilltop Rd,330,G,,,,,,,X,0.1160,F,0.0000,350,G,2008,,,,,,,,,,,,,,,
513002, 104,00000,     ,104-0,Michael Pl,104,City of Charlottesville,104,City of Charlottesville,0.00,Wilson Ct,Brandywine Dr,490,G,,,,,,,X,0.1296,F,0.0000,530,G,2008,,,,,,,,,,,,,,,
513012, 104,00000,     ,104-0,Minor Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Alderman Rd,Bolling Wood Rd,110,G,,,,,,,X,0.1233,F,0.0000,120,G,2008,,,,,,,,,,,,,,,
513035, 104,00000,     ,104-0,Monte Vista Ave,104,City of Charlottesville,104,City of Charlottesville,0.00,Middleton Lane,Laurel St,630,G,,,,,,,X,0.1148,F,0.0000,670,G,2008,,,,,,,,,,,,,,,
513037, 104,00000,     ,104-0,Monticello Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Elliot Ave,Montrose Ave,2200,G,,,,,,,X,0.0918,F,0.0000,2400,G,2008,,,,,,,,,,,,,,,
513011, 104,00000,     ,104-0,Morris Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Twyman Rd,Alderman Rd,130,G,,,,,,,X,0.1555,F,0.0000,140,G,2008,,,,,,,,,,,,,,,
613613, 104,00000,     ,104-0,Oxford Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Rugby Rd,Welford St.,390,G,,,,,,,X,0.1016,F,0.0000,420,G,2008,,,,,,,,,,,,,,,
613619, 104,00000,     ,104-0,Palantine Ave,104,City of Charlottesville,104,City of Charlottesville,0.00,Avon St.,Rialto St.,170,G,,,,,,,X,0.1667,F,0.0000,180,G,2008,,,,,,,,,,,,,,,
513039, 104,00000,     ,104-0,Palatine Ave,104,City of Charlottesville,104,City of Charlottesville,0.00,Monticello Ave,Castalia St,850,G,,,,,,,X,0.1300,F,0.0000,910,G,2008,,,,,,,,,,,,,,,
513033, 104,00000,     ,104-0,Park Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Jefferson Park Ave,Brunswick Rd,310,G,,,,,,,X,0.1118,F,0.0000,340,G,2008,,,,,,,,,,,,,,,
513043, 104,00000,     ,104-0,Park St,104,City of Charlottesville,104,City of Charlottesville,0.00,Cutler Lane,Melbourne Rd,11000,G,,,,,,,X,0.0919,F,0.0000,12000,G,2008,,,,,,,,,,,,,,,
513030, 104,00000,     ,104-0,Ridge Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Lankford Ave,Barksdale St,2600,G,,,,,,,X,0.0882,F,0.0000,2800,G,2008,,,,,,,,,,,,,,,
513022, 104,00000,     ,104-0,River Ct,104,City of Charlottesville,104,City of Charlottesville,0.00,River Rd,Dead End,180,G,,,,,,,X,0.1053,F,0.0000,200,G,2008,,,,,,,,,,,,,,,
513024, 104,00000,     ,104-0,River Vista Ave,104,City of Charlottesville,104,City of Charlottesville,0.00,St Clair Ave,Coleman St,230,G,,,,,,,X,0.1234,F,0.0000,250,G,2008,,,,,,,,,,,,,,,
513038, 104,00000,     ,104-0,Rives St,104,City of Charlottesville,104,City of Charlottesville,0.00,Vine St,Midland St,730,G,,,,,,,X,0.1176,F,0.0000,790,G,2008,,,,,,,,,,,,,,,
513023, 104,00000,     ,104-0,Saint Clair Ave,104,City of Charlottesville,104,City of Charlottesville,0.00,Saint George Ave,Smith St,330,G,,,,,,,X,0.1221,F,0.0000,350,G,2008,,,,,,,,,,,,,,,
513020, 104,00000,     ,104-0,Second St,104,City of Charlottesville,104,City of Charlottesville,0.00,Wine St,Northwood Cir,840,G,,,,,,,X,0.1199,F,0.0000,900,G,2008,,,,,,,,,,,,,,,
513042, 104,00000,     ,104-0,Shamrock Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Broad Ave,Mulberry Ave,2300,G,,,,,,,X,0.0961,F,0.0000,2500,G,2008,,,,,,,,,,,,,,,
613616, 104,00000,     ,104-0,Spottswood Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Meadowbrook Rd,Blue Ridge Rd,210,G,,,,,,,X,0.1006,F,0.0000,230,G,2008,,,,,,,,,,,,,,,
613617, 104,00000,     ,104-0,Stonefield Ave,104,City of Charlottesville,104,City of Charlottesville,0.00,Mason Lane,Rugby Ave,80,G,,,,,,,X,0.1647,F,0.0000,80,G,2008,,,,,,,,,,,,,,,
513031, 104,00000,     ,104-0,Sunset Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Stribling Ave,Sunset Ave,260,G,,,,,,,X,0.0948,F,0.0000,290,G,2008,,,,,,,,,,,,,,,
513015, 104,00000,     ,104-0,Thompson Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Alderman Rd,Fauquier Rd,660,G,,,,,,,X,0.1103,F,0.5924,700,G,2008,,,,,,,,,,,,,,,
513009, 104,00000,     ,104-0,Westview Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Cottage Lane,Rosser Lane,360,G,,,,,,,X,0.1220,F,0.0000,390,G,2008,,,,,,,,,,,,,,,
513016, 104,00000,     ,104-0,Westwood Rd,104,City of Charlottesville,104,City of Charlottesville,0.00,Rose Hill Dr,Greenway Rd,200,G,,,,,,,X,0.1226,F,0.0000,210,G,2008,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
