ReportID:	2220	DataYear:	2010	(Wide)	ReportID:	2220	DataYear:	2010	(Wide)	ReportID:	2220	DataYear:	2010	(Wide)	ReportID:	2220	DataYear:	2010	(Wide)	ReportID:	2220	DataYear:	2010	(Wide)	ReportID:	2220	DataYear:	2010	(Wide)	ReportID:	2220	DataYear:	2010	(Wide)	ReportID:	2220	DataYear:	2010	(Wide)	ReportID:	2220	DataYear:	2010	(Wide)	ReportID:	2220	DataYear:	2010	(Wide)	ReportID:	2220	DataYear:	2010	(Wide)	ReportID:	2220	DataYear:	2010	Prepared	10/1/2011
2	Salem District	009	Bedford County			13	Seven or More Axle Multi-Trailers	              	3	0.00%	0.00%				23	0.00%	0.00%																																								26	0.00%		
2	Salem District	009	Bedford County Total:						595,401	1.48%	0.26%				1,104,487	1.60%	0.49%																																								1,699,888	0.76%		
2	Salem District	011	Botetourt County			01	Motorcycles	              	281	0.00%	0.00%				2,374	0.00%	0.00%				3,154	0.00%	0.00%																																		5,808	0.00%		
2	Salem District	011	Botetourt County			02	Passenger Cars	              	205,709	0.51%	0.09%				468,341	0.68%	0.21%				569,739	0.86%	0.25%																																		1,243,789	0.55%		
2	Salem District	011	Botetourt County			03	Two Axle, 4 Tire Single Unit Vehicles	              	28,401	0.07%	0.01%				131,196	0.19%	0.06%				137,416	0.21%	0.06%																																		297,013	0.13%		
2	Salem District	011	Botetourt County			04	Busses	              	1,176	0.00%	0.00%				4,233	0.01%	0.00%				7,854	0.01%	0.00%																																		13,262	0.01%		
2	Salem District	011	Botetourt County			05	Two Axle, 6 Tire Single Unit Trucks	              	903	0.00%	0.00%				5,021	0.01%	0.00%				9,371	0.01%	0.00%																																		15,296	0.01%		
2	Salem District	011	Botetourt County			06	Three Axle Single Unit Trucks	              	1,086	0.00%	0.00%				5,084	0.01%	0.00%				5,978	0.01%	0.00%																																		12,148	0.01%		
2	Salem District	011	Botetourt County			07	Four or More Axle Single Unit Trucks	              	349	0.00%	0.00%				1,037	0.00%	0.00%				304	0.00%	0.00%																																		1,690	0.00%		
2	Salem District	011	Botetourt County			08	Four Axle or Fewer Single Trailers	              	168	0.00%	0.00%				2,778	0.00%	0.00%				5,871	0.01%	0.00%																																		8,817	0.00%		
2	Salem District	011	Botetourt County			09	Five Axle Single Trailers	              	2,013	0.00%	0.00%				34,339	0.05%	0.02%				257,593	0.39%	0.11%																																		293,945	0.13%		
2	Salem District	011	Botetourt County			10	Six or More Axle Single Trailers	              	154	0.00%	0.00%				496	0.00%	0.00%				1,699	0.00%	0.00%																																		2,349	0.00%		
2	Salem District	011	Botetourt County			11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%				601	0.00%	0.00%				15,344	0.02%	0.01%																																		15,945	0.01%		
2	Salem District	011	Botetourt County			12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				54	0.00%	0.00%				5,888	0.01%	0.00%																																		5,943	0.00%		
2	Salem District	011	Botetourt County			13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				11	0.00%	0.00%				34	0.00%	0.00%																																		45	0.00%		
2	Salem District	011	Botetourt County Total:						240,239	0.60%	0.11%				655,564	0.95%	0.29%				1,020,247	1.53%	0.45%																																		1,916,050	0.85%		
2	Salem District	017	Carroll County			01	Motorcycles	              	1,457	0.00%	0.00%				3,384	0.00%	0.00%				5,683	0.01%	0.00%																																		10,525	0.00%		
2	Salem District	017	Carroll County			02	Passenger Cars	              	218,578	0.54%	0.10%				263,439	0.38%	0.12%				525,394	0.79%	0.23%																																		1,007,412	0.45%		
2	Salem District	017	Carroll County			03	Two Axle, 4 Tire Single Unit Vehicles	              	34,807	0.09%	0.02%				89,985	0.13%	0.04%				128,030	0.19%	0.06%																																		252,822	0.11%		
2	Salem District	017	Carroll County			04	Busses	              	313	0.00%	0.00%				1,586	0.00%	0.00%				6,964	0.01%	0.00%																																		8,863	0.00%		
2	Salem District	017	Carroll County			05	Two Axle, 6 Tire Single Unit Trucks	              	1,024	0.00%	0.00%				3,165	0.00%	0.00%				6,885	0.01%	0.00%																																		11,075	0.00%		
2	Salem District	017	Carroll County			06	Three Axle Single Unit Trucks	              	909	0.00%	0.00%				4,045	0.01%	0.00%				4,413	0.01%	0.00%																																		9,367	0.00%		
2	Salem District	017	Carroll County			07	Four or More Axle Single Unit Trucks	              	225	0.00%	0.00%				1,758	0.00%	0.00%				266	0.00%	0.00%																																		2,249	0.00%		
2	Salem District	017	Carroll County			08	Four Axle or Fewer Single Trailers	              	375	0.00%	0.00%				1,350	0.00%	0.00%				5,660	0.01%	0.00%																																		7,385	0.00%		
2	Salem District	017	Carroll County			09	Five Axle Single Trailers	              	458	0.00%	0.00%				6,846	0.01%	0.00%				174,982	0.26%	0.08%																																		182,286	0.08%		
2	Salem District	017	Carroll County			10	Six or More Axle Single Trailers	              	31	0.00%	0.00%				240	0.00%	0.00%				1,031	0.00%	0.00%																																		1,303	0.00%		
2	Salem District	017	Carroll County			11	Five Axle or Fewer Multi-Trailers	              	9	0.00%	0.00%				25	0.00%	0.00%				11,533	0.02%	0.01%																																		11,567	0.01%		
2	Salem District	017	Carroll County			12	Six Axle Multi-Trailers	              	19	0.00%	0.00%				2	0.00%	0.00%				4,272	0.01%	0.00%																																		4,292	0.00%		
2	Salem District	017	Carroll County			13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				8	0.00%	0.00%																																		8	0.00%		
2	Salem District	017	Carroll County Total:						258,205	0.64%	0.11%				375,826	0.55%	0.17%				875,121	1.32%	0.39%																																		1,509,151	0.67%		
2	Salem District	022	Craig County			01	Motorcycles	              	25	0.00%	0.00%				192	0.00%	0.00%																																								216	0.00%		
2	Salem District	022	Craig County			02	Passenger Cars	              	33,638	0.08%	0.01%				45,071	0.07%	0.02%																																								78,709	0.03%		
2	Salem District	022	Craig County			03	Two Axle, 4 Tire Single Unit Vehicles	              	2,601	0.01%	0.00%				15,577	0.02%	0.01%																																								18,179	0.01%		
2	Salem District	022	Craig County			04	Busses	              	160	0.00%	0.00%				384	0.00%	0.00%																																								544	0.00%		
2	Salem District	022	Craig County			05	Two Axle, 6 Tire Single Unit Trucks	              	89	0.00%	0.00%				430	0.00%	0.00%																																								519	0.00%		
2	Salem District	022	Craig County			06	Three Axle Single Unit Trucks	              	162	0.00%	0.00%				318	0.00%	0.00%																																								480	0.00%		
2	Salem District	022	Craig County			07	Four or More Axle Single Unit Trucks	              	126	0.00%	0.00%				213	0.00%	0.00%																																								339	0.00%		
2	Salem District	022	Craig County			08	Four Axle or Fewer Single Trailers	              	44	0.00%	0.00%				219	0.00%	0.00%																																								263	0.00%		
2	Salem District	022	Craig County			09	Five Axle Single Trailers	              	83	0.00%	0.00%				461	0.00%	0.00%																																								544	0.00%		
2	Salem District	022	Craig County			10	Six or More Axle Single Trailers	              	23	0.00%	0.00%				2	0.00%	0.00%																																								24	0.00%		
2	Salem District	022	Craig County			11	Five Axle or Fewer Multi-Trailers	              	1	0.00%	0.00%				0	0.00%	0.00%																																								1	0.00%		
2	Salem District	022	Craig County Total:						36,952	0.09%	0.02%				62,866	0.09%	0.03%																																								99,818	0.04%		
2	Salem District	031	Floyd County			01	Motorcycles	              	613	0.00%	0.00%				943	0.00%	0.00%																																								1,555	0.00%		
2	Salem District	031	Floyd County			02	Passenger Cars	              	114,023	0.28%	0.05%				133,004	0.19%	0.06%																																								247,026	0.11%		
2	Salem District	031	Floyd County			03	Two Axle, 4 Tire Single Unit Vehicles	              	17,627	0.04%	0.01%				43,666	0.06%	0.02%																																								61,294	0.03%		
2	Salem District	031	Floyd County			04	Busses	              	269	0.00%	0.00%				1,789	0.00%	0.00%																																								2,057	0.00%		
2	Salem District	031	Floyd County			05	Two Axle, 6 Tire Single Unit Trucks	              	712	0.00%	0.00%				2,037	0.00%	0.00%																																								2,749	0.00%		
2	Salem District	031	Floyd County			06	Three Axle Single Unit Trucks	              	814	0.00%	0.00%				1,320	0.00%	0.00%																																								2,134	0.00%		
2	Salem District	031	Floyd County			07	Four or More Axle Single Unit Trucks	              	149	0.00%	0.00%				303	0.00%	0.00%																																								451	0.00%		
2	Salem District	031	Floyd County			08	Four Axle or Fewer Single Trailers	              	183	0.00%	0.00%				672	0.00%	0.00%																																								854	0.00%		
2	Salem District	031	Floyd County			09	Five Axle Single Trailers	              	228	0.00%	0.00%				2,055	0.00%	0.00%																																								2,283	0.00%		
2	Salem District	031	Floyd County			10	Six or More Axle Single Trailers	              	14	0.00%	0.00%				40	0.00%	0.00%																																								53	0.00%		
2	Salem District	031	Floyd County			11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%				2	0.00%	0.00%																																								2	0.00%		
2	Salem District	031	Floyd County			13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
2	Salem District	031	Floyd County Total:						134,629	0.33%	0.06%				185,829	0.27%	0.08%																																								320,459	0.14%		
2	Salem District	033	Franklin County			01	Motorcycles	              	2,545	0.01%	0.00%				3,551	0.01%	0.00%																																								6,097	0.00%		
2	Salem District	033	Franklin County			02	Passenger Cars	              	475,698	1.18%	0.21%				591,563	0.86%	0.26%																																								1,067,261	0.47%		
2	Salem District	033	Franklin County			03	Two Axle, 4 Tire Single Unit Vehicles	              	76,343	0.19%	0.03%				156,398	0.23%	0.07%																																								232,741	0.10%		
2	Salem District	033	Franklin County			04	Busses	              	1,189	0.00%	0.00%				5,719	0.01%	0.00%																																								6,907	0.00%		
2	Salem District	033	Franklin County			05	Two Axle, 6 Tire Single Unit Trucks	              	2,865	0.01%	0.00%				6,704	0.01%	0.00%																																								9,569	0.00%		
2	Salem District	033	Franklin County			06	Three Axle Single Unit Trucks	              	3,412	0.01%	0.00%				6,348	0.01%	0.00%																																								9,760	0.00%		
2	Salem District	033	Franklin County			07	Four or More Axle Single Unit Trucks	              	959	0.00%	0.00%				1,273	0.00%	0.00%																																								2,232	0.00%		
2	Salem District	033	Franklin County			08	Four Axle or Fewer Single Trailers	              	1,141	0.00%	0.00%				4,923	0.01%	0.00%																																								6,064	0.00%		
2	Salem District	033	Franklin County			09	Five Axle Single Trailers	              	2,061	0.01%	0.00%				51,898	0.08%	0.02%																																								53,959	0.02%		
2	Salem District	033	Franklin County			10	Six or More Axle Single Trailers	              	92	0.00%	0.00%				596	0.00%	0.00%																																								688	0.00%		
2	Salem District	033	Franklin County			11	Five Axle or Fewer Multi-Trailers	              	30	0.00%	0.00%				2,701	0.00%	0.00%																																								2,730	0.00%		
2	Salem District	033	Franklin County			12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				632	0.00%	0.00%																																								632	0.00%		
2	Salem District	033	Franklin County			13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				1	0.00%	0.00%																																								1	0.00%		
2	Salem District	033	Franklin County Total:						566,334	1.41%	0.25%				832,308	1.21%	0.37%																																								1,398,642	0.62%		
2	Salem District	035	Giles County			01	Motorcycles	              	66	0.00%	0.00%				2,140	0.00%	0.00%																																								2,207	0.00%		
2	Salem District	035	Giles County			02	Passenger Cars	              	58,481	0.15%	0.03%				315,659	0.46%	0.14%																																								374,141	0.17%		
2	Salem District	035	Giles County			03	Two Axle, 4 Tire Single Unit Vehicles	              	4,905	0.01%	0.00%				85,771	0.12%	0.04%																																								90,676	0.04%		
2	Salem District	035	Giles County			04	Busses	              	157	0.00%	0.00%				2,363	0.00%	0.00%																																								2,520	0.00%		
2	Salem District	035	Giles County			05	Two Axle, 6 Tire Single Unit Trucks	              	94	0.00%	0.00%				2,990	0.00%	0.00%																																								3,084	0.00%		
2	Salem District	035	Giles County			06	Three Axle Single Unit Trucks	              	116	0.00%	0.00%				2,660	0.00%	0.00%																																								2,775	0.00%		
2	Salem District	035	Giles County			07	Four or More Axle Single Unit Trucks	              	13	0.00%	0.00%				612	0.00%	0.00%																																								625	0.00%		
2	Salem District	035	Giles County			08	Four Axle or Fewer Single Trailers	              	109	0.00%	0.00%				1,523	0.00%	0.00%																																								1,632	0.00%		
2	Salem District	035	Giles County			09	Five Axle Single Trailers	              	494	0.00%	0.00%				24,008	0.03%	0.01%																																								24,502	0.01%		
2	Salem District	035	Giles County			10	Six or More Axle Single Trailers	              	8	0.00%	0.00%				264	0.00%	0.00%																																								272	0.00%		
2	Salem District	035	Giles County			11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%				1,274	0.00%	0.00%																																								1,274	0.00%		
2	Salem District	035	Giles County			12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				154	0.00%	0.00%																																								154	0.00%		
2	Salem District	035	Giles County			13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
2	Salem District	035	Giles County Total:						64,442	0.16%	0.03%				439,420	0.64%	0.20%																																								503,862	0.22%		
2	Salem District	044	Henry County			01	Motorcycles	              	1,185	0.00%	0.00%				3,260	0.00%	0.00%																																								4,445	0.00%		
2	Salem District	044	Henry County			02	Passenger Cars	              	383,850	0.95%	0.17%				794,776	1.15%	0.35%																																								1,178,626	0.52%		
2	Salem District	044	Henry County			03	Two Axle, 4 Tire Single Unit Vehicles	              	40,670	0.10%	0.02%				150,547	0.22%	0.07%																																								191,217	0.08%		
2	Salem District	044	Henry County			04	Busses	              	2,435	0.01%	0.00%				6,324	0.01%	0.00%																																								8,760	0.00%		
2	Salem District	044	Henry County			05	Two Axle, 6 Tire Single Unit Trucks	              	1,532	0.00%	0.00%				5,569	0.01%	0.00%																																								7,101	0.00%		
2	Salem District	044	Henry County			06	Three Axle Single Unit Trucks	              	1,498	0.00%	0.00%				6,021	0.01%	0.00%																																								7,519	0.00%		
2	Salem District	044	Henry County			07	Four or More Axle Single Unit Trucks	              	525	0.00%	0.00%				504	0.00%	0.00%																																								1,029	0.00%		
2	Salem District	044	Henry County			08	Four Axle or Fewer Single Trailers	              	412	0.00%	0.00%				5,813	0.01%	0.00%																																								6,225	0.00%		
2	Salem District	044	Henry County			09	Five Axle Single Trailers	              	1,205	0.00%	0.00%				54,188	0.08%	0.02%																																								55,393	0.02%		
2	Salem District	044	Henry County			10	Six or More Axle Single Trailers	              	83	0.00%	0.00%				574	0.00%	0.00%																																								657	0.00%		
2	Salem District	044	Henry County			11	Five Axle or Fewer Multi-Trailers	              	2	0.00%	0.00%				2,319	0.00%	0.00%																																								2,321	0.00%		
2	Salem District	044	Henry County			12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				860	0.00%	0.00%																																								860	0.00%		
2	Salem District	044	Henry County			13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				6	0.00%	0.00%																																								6	0.00%		
2	Salem District	044	Henry County Total:						433,395	1.08%	0.19%				1,030,762	1.50%	0.46%																																								1,464,157	0.65%		
2	Salem District	060	Montgomery County			01	Motorcycles	              	2,253	0.01%	0.00%				4,586	0.01%	0.00%				4,669	0.01%	0.00%																																		11,507	0.01%		
2	Salem District	060	Montgomery County			02	Passenger Cars	              	245,413	0.61%	0.11%				638,142	0.93%	0.28%				687,080	1.03%	0.31%																																		1,570,634	0.70%		
2	Salem District	060	Montgomery County			03	Two Axle, 4 Tire Single Unit Vehicles	              	41,872	0.10%	0.02%				140,992	0.20%	0.06%				166,376	0.25%	0.07%																																		349,240	0.16%		
2	Salem District	060	Montgomery County			04	Busses	              	1,537	0.00%	0.00%				3,626	0.01%	0.00%				8,422	0.01%	0.00%																																		13,586	0.01%		
2	Salem District	060	Montgomery County			05	Two Axle, 6 Tire Single Unit Trucks	              	1,278	0.00%	0.00%				4,805	0.01%	0.00%				9,850	0.01%	0.00%																																		15,933	0.01%		
2	Salem District	060	Montgomery County			06	Three Axle Single Unit Trucks	              	1,700	0.00%	0.00%				5,148	0.01%	0.00%				6,497	0.01%	0.00%																																		13,345	0.01%		
2	Salem District	060	Montgomery County			07	Four or More Axle Single Unit Trucks	              	229	0.00%	0.00%				1,372	0.00%	0.00%				886	0.00%	0.00%																																		2,488	0.00%		
2	Salem District	060	Montgomery County			08	Four Axle or Fewer Single Trailers	              	354	0.00%	0.00%				2,350	0.00%	0.00%				6,040	0.01%	0.00%																																		8,744	0.00%		
2	Salem District	060	Montgomery County			09	Five Axle Single Trailers	              	262	0.00%	0.00%				16,989	0.02%	0.01%				226,953	0.34%	0.10%																																		244,205	0.11%		
2	Salem District	060	Montgomery County			10	Six or More Axle Single Trailers	              	42	0.00%	0.00%				246	0.00%	0.00%				1,788	0.00%	0.00%																																		2,077	0.00%		
2	Salem District	060	Montgomery County			11	Five Axle or Fewer Multi-Trailers	              	3	0.00%	0.00%				869	0.00%	0.00%				13,144	0.02%	0.01%																																		14,016	0.01%		
2	Salem District	060	Montgomery County			12	Six Axle Multi-Trailers	              	3	0.00%	0.00%				84	0.00%	0.00%				4,956	0.01%	0.00%																																		5,043	0.00%		
2	Salem District	060	Montgomery County			13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				29	0.00%	0.00%																																		30	0.00%		
2	Salem District	060	Montgomery County Total:						294,946	0.73%	0.13%				819,209	1.19%	0.36%				1,136,692	1.71%	0.50%																																		2,250,847	1.00%		
2	Salem District	070	Patrick County			01	Motorcycles	              	244	0.00%	0.00%				1,313	0.00%	0.00%																																								1,557	0.00%		
2	Salem District	070	Patrick County			02	Passenger Cars	              	144,348	0.36%	0.06%				169,427	0.25%	0.08%																																								313,775	0.14%		
2	Salem District	070	Patrick County			03	Two Axle, 4 Tire Single Unit Vehicles	              	15,972	0.04%	0.01%				50,119	0.07%	0.02%																																								66,092	0.03%		
2	Salem District	070	Patrick County			04	Busses	              	599	0.00%	0.00%				2,070	0.00%	0.00%																																								2,670	0.00%		
2	Salem District	070	Patrick County			05	Two Axle, 6 Tire Single Unit Trucks	              	791	0.00%	0.00%				2,947	0.00%	0.00%																																								3,738	0.00%		
2	Salem District	070	Patrick County			06	Three Axle Single Unit Trucks	              	446	0.00%	0.00%				2,820	0.00%	0.00%																																								3,266	0.00%		
2	Salem District	070	Patrick County			07	Four or More Axle Single Unit Trucks	              	71	0.00%	0.00%				693	0.00%	0.00%																																								764	0.00%		
2	Salem District	070	Patrick County			08	Four Axle or Fewer Single Trailers	              	280	0.00%	0.00%				1,917	0.00%	0.00%																																								2,197	0.00%		
2	Salem District	070	Patrick County			09	Five Axle Single Trailers	              	660	0.00%	0.00%				10,953	0.02%	0.00%																																								11,613	0.01%		
2	Salem District	070	Patrick County			10	Six or More Axle Single Trailers	              	21	0.00%	0.00%				243	0.00%	0.00%																																								265	0.00%		
2	Salem District	070	Patrick County			11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%				8	0.00%	0.00%																																								9	0.00%		
2	Salem District	070	Patrick County			12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
2	Salem District	070	Patrick County			13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
2	Salem District	070	Patrick County Total:						163,433	0.41%	0.07%				242,511	0.35%	0.11%																																								405,944	0.18%		
2	Salem District	077	Pulaski County			01	Motorcycles	              	1,268	0.00%	0.00%				1,728	0.00%	0.00%				3,100	0.00%	0.00%																																		6,096	0.00%		
2	Salem District	077	Pulaski County			02	Passenger Cars	              	183,247	0.45%	0.08%				260,158	0.38%	0.12%				401,103	0.60%	0.18%																																		844,508	0.38%		
2	Salem District	077	Pulaski County			03	Two Axle, 4 Tire Single Unit Vehicles	              	25,057	0.06%	0.01%				61,780	0.09%	0.03%				99,851	0.15%	0.04%																																		186,688	0.08%		
2	Salem District	077	Pulaski County			04	Busses	              	889	0.00%	0.00%				1,457	0.00%	0.00%				4,789	0.01%	0.00%																																		7,135	0.00%		
2	Salem District	077	Pulaski County			05	Two Axle, 6 Tire Single Unit Trucks	              	671	0.00%	0.00%				1,671	0.00%	0.00%				6,102	0.01%	0.00%																																		8,444	0.00%		
2	Salem District	077	Pulaski County			06	Three Axle Single Unit Trucks	              	941	0.00%	0.00%				1,722	0.00%	0.00%				4,237	0.01%	0.00%																																		6,900	0.00%		
2	Salem District	077	Pulaski County			07	Four or More Axle Single Unit Trucks	              	92	0.00%	0.00%				289	0.00%	0.00%				584	0.00%	0.00%																																		964	0.00%		
2	Salem District	077	Pulaski County			08	Four Axle or Fewer Single Trailers	              	321	0.00%	0.00%				737	0.00%	0.00%				3,402	0.01%	0.00%																																		4,460	0.00%		
2	Salem District	077	Pulaski County			09	Five Axle Single Trailers	              	1,022	0.00%	0.00%				2,777	0.00%	0.00%				138,527	0.21%	0.06%																																		142,326	0.06%		
2	Salem District	077	Pulaski County			10	Six or More Axle Single Trailers	              	18	0.00%	0.00%				84	0.00%	0.00%				1,114	0.00%	0.00%																																		1,216	0.00%		
2	Salem District	077	Pulaski County			11	Five Axle or Fewer Multi-Trailers	              	8	0.00%	0.00%				3	0.00%	0.00%				8,157	0.01%	0.00%																																		8,168	0.00%		
2	Salem District	077	Pulaski County			12	Six Axle Multi-Trailers	              	1	0.00%	0.00%				2	0.00%	0.00%				3,175	0.00%	0.00%																																		3,178	0.00%		
2	Salem District	077	Pulaski County			13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				16	0.00%	0.00%																																		16	0.00%		
2	Salem District	077	Pulaski County Total:						213,536	0.53%	0.09%				332,407	0.48%	0.15%				674,156	1.01%	0.30%																																		1,220,099	0.54%		
2	Salem District	080	Roanoke County			01	Motorcycles	              	867	0.00%	0.00%				6,357	0.01%	0.00%				4,556	0.01%	0.00%																																		11,780	0.01%		
2	Salem District	080	Roanoke County			02	Passenger Cars	              	395,134	0.98%	0.18%				881,355	1.28%	0.39%				918,997	1.38%	0.41%																																		2,195,486	0.98%		
2	Salem District	080	Roanoke County			03	Two Axle, 4 Tire Single Unit Vehicles	              	30,575	0.08%	0.01%				193,150	0.28%	0.09%				203,076	0.31%	0.09%																																		426,800	0.19%		
2	Salem District	080	Roanoke County			04	Busses	              	528	0.00%	0.00%				6,049	0.01%	0.00%				9,186	0.01%	0.00%																																		15,762	0.01%		
2	Salem District	080	Roanoke County			05	Two Axle, 6 Tire Single Unit Trucks	              	1,025	0.00%	0.00%				7,942	0.01%	0.00%				10,287	0.02%	0.00%																																		19,254	0.01%		
2	Salem District	080	Roanoke County			06	Three Axle Single Unit Trucks	              	831	0.00%	0.00%				7,214	0.01%	0.00%				7,284	0.01%	0.00%																																		15,329	0.01%		
2	Salem District	080	Roanoke County			07	Four or More Axle Single Unit Trucks	              	144	0.00%	0.00%				1,234	0.00%	0.00%				1,066	0.00%	0.00%																																		2,444	0.00%		
2	Salem District	080	Roanoke County			08	Four Axle or Fewer Single Trailers	              	291	0.00%	0.00%				4,512	0.01%	0.00%				7,542	0.01%	0.00%																																		12,345	0.01%		
2	Salem District	080	Roanoke County			09	Five Axle Single Trailers	              	1,052	0.00%	0.00%				47,076	0.07%	0.02%				179,224	0.27%	0.08%																																		227,351	0.10%		
2	Salem District	080	Roanoke County			10	Six or More Axle Single Trailers	              	15	0.00%	0.00%				647	0.00%	0.00%				1,349	0.00%	0.00%																																		2,011	0.00%		
2	Salem District	080	Roanoke County			11	Five Axle or Fewer Multi-Trailers	              	3	0.00%	0.00%				2,568	0.00%	0.00%				10,486	0.02%	0.00%																																		13,057	0.01%		
2	Salem District	080	Roanoke County			12	Six Axle Multi-Trailers	              	4	0.00%	0.00%				563	0.00%	0.00%				3,778	0.01%	0.00%																																		4,345	0.00%		
2	Salem District	080	Roanoke County			13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				3	0.00%	0.00%				18	0.00%	0.00%																																		21	0.00%		
2	Salem District	080	Roanoke County Total:						430,467	1.07%	0.19%				1,158,669	1.68%	0.51%				1,356,848	2.04%	0.60%																																		2,945,985	1.31%		
2	Salem District	141	City of Bedford			01	Motorcycles	              																									33	0.00%	0.00%				206	0.00%	0.00%																239	0.00%		
2	Salem District	141	City of Bedford			02	Passenger Cars	              																									18,270	0.09%	0.01%				58,734	0.27%	0.03%																77,003	0.03%		
2	Salem District	141	City of Bedford			03	Two Axle, 4 Tire Single Unit Vehicles	              																									2,545	0.01%	0.00%				14,665	0.07%	0.01%																17,210	0.01%		
2	Salem District	141	City of Bedford			04	Busses	              																									57	0.00%	0.00%				641	0.00%	0.00%																699	0.00%		
2	Salem District	141	City of Bedford			05	Two Axle, 6 Tire Single Unit Trucks	              																									113	0.00%	0.00%				494	0.00%	0.00%																607	0.00%		
2	Salem District	141	City of Bedford			06	Three Axle Single Unit Trucks	              																									52	0.00%	0.00%				262	0.00%	0.00%																314	0.00%		
2	Salem District	141	City of Bedford			07	Four or More Axle Single Unit Trucks	              																									10	0.00%	0.00%				62	0.00%	0.00%																72	0.00%		
2	Salem District	141	City of Bedford			08	Four Axle or Fewer Single Trailers	              																									30	0.00%	0.00%				215	0.00%	0.00%																246	0.00%		
2	Salem District	141	City of Bedford			09	Five Axle Single Trailers	              																									52	0.00%	0.00%				953	0.00%	0.00%																1,005	0.00%		
2	Salem District	141	City of Bedford			10	Six or More Axle Single Trailers	              																									3	0.00%	0.00%				17	0.00%	0.00%																20	0.00%		
2	Salem District	141	City of Bedford			11	Five Axle or Fewer Multi-Trailers	              																									0	0.00%	0.00%				2	0.00%	0.00%																2	0.00%		
2	Salem District	141	City of Bedford			12	Six Axle Multi-Trailers	              																									0	0.00%	0.00%				0	0.00%	0.00%																0	0.00%		
2	Salem District	141	City of Bedford			13	Seven or More Axle Multi-Trailers	              																									0	0.00%	0.00%				0	0.00%	0.00%																0	0.00%		
2	Salem District	141	City of Bedford Total:																														21,166	0.11%	0.01%				76,253	0.35%	0.03%																97,418	0.04%		
2	Salem District	150	Town of Blacksburg			01	Motorcycles	              																									385	0.00%	0.00%				481	0.00%	0.00%																866	0.00%		
2	Salem District	150	Town of Blacksburg			02	Passenger Cars	              																									148,918	0.76%	0.07%				100,578	0.46%	0.04%																249,496	0.11%		
2	Salem District	150	Town of Blacksburg			03	Two Axle, 4 Tire Single Unit Vehicles	              																									12,114	0.06%	0.01%				16,314	0.07%	0.01%																28,428	0.01%		
2	Salem District	150	Town of Blacksburg			04	Busses	              																									1,012	0.01%	0.00%				1,269	0.01%	0.00%																2,281	0.00%		
2	Salem District	150	Town of Blacksburg			05	Two Axle, 6 Tire Single Unit Trucks	              																									495	0.00%	0.00%				546	0.00%	0.00%																1,041	0.00%		
2	Salem District	150	Town of Blacksburg			06	Three Axle Single Unit Trucks	              																									155	0.00%	0.00%				315	0.00%	0.00%																470	0.00%		
2	Salem District	150	Town of Blacksburg			07	Four or More Axle Single Unit Trucks	              																									29	0.00%	0.00%				70	0.00%	0.00%																99	0.00%		
2	Salem District	150	Town of Blacksburg			08	Four Axle or Fewer Single Trailers	              																									94	0.00%	0.00%				235	0.00%	0.00%																329	0.00%		
2	Salem District	150	Town of Blacksburg			09	Five Axle Single Trailers	              																									73	0.00%	0.00%				226	0.00%	0.00%																299	0.00%		
2	Salem District	150	Town of Blacksburg			10	Six or More Axle Single Trailers	              																									16	0.00%	0.00%				12	0.00%	0.00%																28	0.00%		
2	Salem District	150	Town of Blacksburg			11	Five Axle or Fewer Multi-Trailers	              																									1	0.00%	0.00%				1	0.00%	0.00%																3	0.00%		
2	Salem District	150	Town of Blacksburg			12	Six Axle Multi-Trailers	              																									0	0.00%	0.00%				0	0.00%	0.00%																0	0.00%		
2	Salem District	150	Town of Blacksburg			13	Seven or More Axle Multi-Trailers	              																									0	0.00%	0.00%				1	0.00%	0.00%																1	0.00%		
2	Salem District	150	Town of Blacksburg Total:																														163,293	0.84%	0.07%				120,049	0.55%	0.05%																283,342	0.13%		
