753122,  58,00670,     ,58-670,Hutcheson Rd,058,Mecklenburg County,058,Mecklenburg County,1.90,58-658 Wheatland Rd,58-675 Hayes Mill Rd,50,R,,,,,,,X,,,,,,02/18/2010,,,,,,,,,,,,,,,
753123,  58,00670,     ,58-670,Hutcheson Rd,058,Mecklenburg County,058,Mecklenburg County,0.50,58-675 Hayes Mill Rd,58-669,220,R,,,,,,,X,,,,,,02/18/2010,,,,,,,,,,,,,,,
753124,  58,00671,     ,58-671,Country Club Dr,058,Mecklenburg County,058,Mecklenburg County,2.20,SR 47,"58-600 N, Airport Rd",420,R,,,,,,,X,,,,,,03/04/2010,,,,,,,,,,,,,,,
753125,  58,00671,     ,58-671,Country Club Dr,058,Mecklenburg County,058,Mecklenburg County,0.36,"58-600 N, Airport Rd","58-600 S, Draper Rd",410,R,,,,,,,X,,,,,,03/04/2010,,,,,,,,,,,,,,,
753126,  58,00671,     ,58-671,Country Club Dr,058,Mecklenburg County,058,Mecklenburg County,0.76,"58-600 S, Draper Rd",58-679,250,R,,,,,,,X,,,,,,03/04/2010,,,,,,,,,,,,,,,
753127,  58,00671,     ,58-671,Country Club Dr,058,Mecklenburg County,058,Mecklenburg County,0.97,58-679,0.97 MS 58-679,140,R,,,,,,,X,,,,,,03/04/2010,,,,,,,,,,,,,,,
753128,  58,00671,     ,58-671,Country Club Dr,058,Mecklenburg County,058,Mecklenburg County,3.00,0.97 MS 58-679,"58-660 N, Old Cox Rd",100,R,,,,,,,X,,,,,,03/04/2010,,,,,,,,,,,,,,,
404237,  58,00671,     ,58-671,Stoney Cross Rd,058,Mecklenburg County,058,Mecklenburg County,3.99,"58-660 S, Old Cox Rd","58-675 N, Hayes Mill Rd",120,G,98%,1%,1%,1%,0%,0%,C,0.1884,F,0.5769,130,G,2011,,,,,,,,,,,,,,,
404238,  58,00671,     ,58-671,Callahan Rd,058,Mecklenburg County,058,Mecklenburg County,1.37,58-675 S; Hayes Mill Rd,58-669 Baskerville Rd,160,G,98%,1%,1%,1%,0%,0%,F,0.1472,F,0.6250,160,G,2011,,,,,,,,,,,,,,,
753129,  58,00672,     ,58-672,Bowers Rd,058,Mecklenburg County,058,Mecklenburg County,2.85,58-678 Landfill Rd,58-669 NORTH,50,R,,,,,,,X,,,,,,07/18/2007,,,,,,,,,,,,,,,
753130,  58,00672,     ,58-672,Red Gate Rd,058,Mecklenburg County,058,Mecklenburg County,2.60,58-669 SOUTH,58-663 Busy Bee Rd,48,R,,,,,,,X,,,,,,03/23/2010,,,,,,,,,,,,,,,
404239,  58,00673,     ,58-673,Busy Bee Rd,058,Mecklenburg County,058,Mecklenburg County,0.20,58-669 Baskerville Rd,58-663 Cedar Grove Rd,290,G,93%,4%,1%,0%,2%,0%,C,0.2007,F,0.5410,290,G,2011,,,,,,,,,,,,,,,
404240,  58,00674,     ,58-674,Wooden Bridge Rd,058,Mecklenburg County,058,Mecklenburg County,1.50,US 58; SR 4,58-669 Baskerville Rd,330,G,95%,2%,1%,1%,1%,0%,C,0.1034,F,0.6923,340,G,2011,,,,,,,,,,,,,,,
753131,  58,00675,     ,58-675,Hayes Mill Rd,058,Mecklenburg County,058,Mecklenburg County,1.10,US 58,58-677 Easters Rd,310,R,,,,,,,X,,,,,,02/18/2010,,,,,,,,,,,,,,,
753132,  58,00675,     ,58-675,Hayes Mill Rd,058,Mecklenburg County,058,Mecklenburg County,0.18,58-677 Easters Rd,0.18 MS 58-677,60,R,,,,,,,X,,,,,,02/18/2010,,,,,,,,,,,,,,,
753133,  58,00675,     ,58-675,Hayes Mill Rd,058,Mecklenburg County,058,Mecklenburg County,2.52,0.18 MS 58-677,58-678 Landfill Rd,80,R,,,,,,,X,,,,,,07/18/2007,,,,,,,,,,,,,,,
753134,  58,00675,     ,58-675,Hayes Mill Rd,058,Mecklenburg County,058,Mecklenburg County,0.35,58-678 Landfill Rd,"58-671 S, Callahan Rd",330,R,,,,,,,X,,,,,,02/18/2010,,,,,,,,,,,,,,,
753135,  58,00675,     ,58-675,Hayes Mill Rd,058,Mecklenburg County,058,Mecklenburg County,0.15,"58-671 S, Callahan Rd","58-671 N, Stoney Cross Rd",400,R,,,,,,,X,,,,,,02/18/2010,,,,,,,,,,,,,,,
753136,  58,00675,     ,58-675,Hayes Mill Rd,058,Mecklenburg County,058,Mecklenburg County,2.30,"58-671 N, Stoney Cross Rd",58-670 Hutcheson Rd,220,R,,,,,,,X,,,,,,02/18/2010,,,,,,,,,,,,,,,
753137,  58,00676,     ,58-676,West Cross Rd,058,Mecklenburg County,058,Mecklenburg County,0.40,Dead End,58-674 Wooden Bridge Rd,30,R,,,,,,,X,,,,,,07/24/2007,,,,,,,,,,,,,,,
753138,  58,00676,     ,58-676,Cross Rd,058,Mecklenburg County,058,Mecklenburg County,0.50,58-674 Wooden Bridge Rd,Dead End,50,R,,,,,,,X,,,,,,03/23/2010,,,,,,,,,,,,,,,
753139,  58,00677,     ,58-677,Wilkerson Rd,058,Mecklenburg County,058,Mecklenburg County,0.07,US 58,58-848 Moss Lane,290,R,,,,,,,X,,,,,,03/19/2010,,,,,,,,,,,,,,,
753140,  58,00677,     ,58-677,Wilkerson Rd,058,Mecklenburg County,058,Mecklenburg County,0.39,58-848 Moss Lane,58-703 Puryears Store Rd,280,R,,,,,,,X,,,,,,03/19/2010,,,,,,,,,,,,,,,
753141,  58,00677,     ,58-677,Wilkerson Rd,058,Mecklenburg County,058,Mecklenburg County,0.81,58-703 Puryears Store Rd,58-762 Townes Rd,460,R,,,,,,,X,,,,,,03/19/2010,,,,,,,,,,,,,,,
753142,  58,00677,     ,58-677,Wilkerson Rd,058,Mecklenburg County,058,Mecklenburg County,1.00,58-762 Townes Rd,"58-841 N, Claiborne Circle",400,R,,,,,,,X,,,,,,03/19/2010,,,,,,,,,,,,,,,
753143,  58,00677,     ,58-677,Wilkerson Rd,058,Mecklenburg County,058,Mecklenburg County,0.70,"58-841 N, Claiborne Circle",58-688 Skipwith Rd,350,R,,,,,,,X,,,,,,03/19/2010,,,,,,,,,,,,,,,
753144,  58,00677,     ,58-677,Willkerson Rd,058,Mecklenburg County,058,Mecklenburg County,3.90,58-688 Skipwith Rd,58-691 Daniels Rd,130,R,,,,,,,X,,,,,,08/14/2007,,,,,,,,,,,,,,,
753145,  58,00677,     ,58-677,Wilkerson Rd,058,Mecklenburg County,058,Mecklenburg County,0.60,58-691 Daniels Rd,SR 92 SOUTH,230,R,,,,,,,X,,,,,,03/19/2010,,,,,,,,,,,,,,,
753146,  58,00677,     ,58-677,Mt Pleasant Rd,058,Mecklenburg County,058,Mecklenburg County,3.40,SR 92 NORTH,"58-660 S, Old Cox Rd",30,R,,,,,,,X,,,,,,08/14/2007,,,,,,,,,,,,,,,
753147,  58,00677,     ,58-677,Easters Rd,058,Mecklenburg County,058,Mecklenburg County,3.00,"58-660 N, Old Cox Rd",58-675 Hayes Mill Rd,120,R,,,,,,,X,,,,,,02/18/2010,,,,,,,,,,,,,,,
753148,  58,00678,     ,58-678,Mayes Chapel Rd,058,Mecklenburg County,058,Mecklenburg County,2.50,SR 4 Buggs Island Rd,58-707 EAST,220,R,,,,,,,X,,,,,,07/18/2007,,,,,,,,,,,,,,,
753149,  58,00678,     ,58-678,Antlers Rd,058,Mecklenburg County,058,Mecklenburg County,1.61,58-707 WEST,58-615 Red Lawn Rd,210,R,,,,,,,X,,,,,,07/18/2007,,,,,,,,,,,,,,,
753150,  58,00678,     ,58-678,Antlers Rd,058,Mecklenburg County,058,Mecklenburg County,3.80,58-615 Red Lawn Rd,US 58,270,R,,,,,,,X,,,,,,07/18/2007,,,,,,,,,,,,,,,
753151,  58,00678,     ,58-678,Landfill Rd,058,Mecklenburg County,058,Mecklenburg County,0.90,US 58,58-672 Bowers Rd,460,R,,,,,,,X,,,,,,07/18/2007,,,,,,,,,,,,,,,
753152,  58,00678,     ,58-678,Landfill Rd,058,Mecklenburg County,058,Mecklenburg County,2.20,58-672 Bowers Rd,58-675 Hayes Mill Rd,280,R,,,,,,,X,,,,,,07/18/2007,,,,,,,,,,,,,,,
753153,  58,00679,     ,58-679,Hunters Lane,058,Mecklenburg County,058,Mecklenburg County,0.02,SR 92,0.02 MN SR 92,140,R,,,,,,,X,,,,,,03/04/2010,,,,,,,,,,,,,,,
753154,  58,00679,     ,58-679,Hunters Lane,058,Mecklenburg County,058,Mecklenburg County,2.90,0.02 MN SR 92,58-671 Country Club Dr,130,R,,,,,,,X,,,,,,03/04/2010,,,,,,,,,,,,,,,
753155,  58,00680,     ,58-680,Sweetwater Lane,058,Mecklenburg County,058,Mecklenburg County,1.60,58-671 Country Club Dr,1.60 ME 58-671,190,R,,,,,,,X,,,,,,03/04/2010,,,,,,,,,,,,,,,
753156,  58,00680,     ,58-680,Sweetwater Lane,058,Mecklenburg County,058,Mecklenburg County,1.30,1.60 ME 58-671,58-600 Draper Rd,110,R,,,,,,,X,,,,,,03/04/2010,,,,,,,,,,,,,,,
753157,  58,00681,     ,58-681,Honeytree Rd,058,Mecklenburg County,058,Mecklenburg County,1.80,58-633 Scotts Crossroads,58-634,50,R,,,,,,,X,,,,,,03/02/2010,,,,,,,,,,,,,,,
753158,  58,00682,     ,58-682,Finneywood Rd,058,Mecklenburg County,058,Mecklenburg County,1.00,SR 49,58-683 Lenhart Rd,580,R,,,,,,,X,,,,,,03/02/2010,,,,,,,,,,,,,,,
753159,  58,00682,     ,58-682,Finneywood Rd,058,Mecklenburg County,058,Mecklenburg County,1.24,58-683 Lenhart Rd,"58-632 S, Stumps Dead End",450,R,,,,,,,X,,,,,,03/02/2010,,,,,,,,,,,,,,,
753160,  58,00682,     ,58-682,Finneywood Rd,058,Mecklenburg County,058,Mecklenburg County,0.06,"58-632 S, Stumps Dead End","58-632 N, Fort Mitchell Rd",380,R,,,,,,,X,,,,,,03/02/2010,,,,,,,,,,,,,,,
753161,  58,00682,     ,58-682,Finneywood Rd,058,Mecklenburg County,058,Mecklenburg County,3.30,"58-632 N, Fort Mitchell Rd",58-840 Bernard Dr,90,R,,,,,,,X,,,,,,09/10/2007,,,,,,,,,,,,,,,
753162,  58,00682,     ,58-682,Finneywood Rd,058,Mecklenburg County,058,Mecklenburg County,0.17,58-840 Bernard Dr,SR 47,90,R,,,,,,,X,,,,,,03/02/2010,,,,,,,,,,,,,,,
753163,  58,00683,     ,58-683,High House Rd,058,Mecklenburg County,058,Mecklenburg County,3.19,Charlotte County Line,SR 47 WEST,180,R,,,,,,,X,,,,,,09/10/2007,,,,,,,,,,,,,,,
753164,  58,00683,     ,58-683,Lenhart Dr,058,Mecklenburg County,058,Mecklenburg County,1.50,SR 47 EAST,58-790 Pine Pl,220,R,,,,,,,X,,,,,,09/10/2007,,,,,,,,,,,,,,,
753165,  58,00683,     ,58-683,Lenhart Rd,058,Mecklenburg County,058,Mecklenburg County,1.20,58-790 Pine Pl,58-682 Finneywood Rd,110,R,,,,,,,X,,,,,,09/10/2007,,,,,,,,,,,,,,,
753166,  58,00684,     ,58-684,Spanish Grove Rd,058,Mecklenburg County,058,Mecklenburg County,3.80,SR 92; 58-609,SR 47,560,R,,,,,,,X,,,,,,09/10/2007,,,,,,,,,,,,,,,
753167,  58,00685,     ,58-685,Reveille Rd,058,Mecklenburg County,058,Mecklenburg County,0.61,Dead End,SR 49,50,R,,,,,,,X,,,,,,09/10/2007,,,,,,,,,,,,,,,
753168,  58,00686,     ,58-686,Esnon Rd,058,Mecklenburg County,058,Mecklenburg County,2.90,58-688 Skipwith Rd,SR 92,50,R,,,,,,,X,,,,,,09/04/2007,,,,,,,,,,,,,,,
753169,  58,00687,     ,58-687,Country Way,058,Mecklenburg County,058,Mecklenburg County,1.99,58-696 Brankley Rd,58-609 Trottinridge Rd,130,R,,,,,,,X,,,,,,10/01/2007,,,,,,,,,,,,,,,
404241,  58,00688,     ,58-688,Skipwith Rd,173,Town of Boydton,058,Mecklenburg County,0.15,Bus US 58,WCL Boydton,1100,G,96%,2%,0%,1%,0%,0%,F,0.1112,F,0.7123,1200,G,2011,,,,,,,,,,,,,,,
404242,  58,00688,     ,58-688,Skipwith Rd,058,Mecklenburg County,058,Mecklenburg County,2.74,WCL Boydton,58-798 Moores Dr,620,G,96%,2%,0%,1%,0%,0%,F,0.1358,F,0.5480,640,G,2011,,,,,,,,,,,,,,,
404243,  58,00688,     ,58-688,Skipwith Rd,058,Mecklenburg County,058,Mecklenburg County,3.00,58-798 Moores Dr,"58-689 S, Rocky Mount Rd",800,G,96%,2%,0%,1%,0%,0%,F,0.1301,F,0.5575,820,G,2011,,,,,,,,,,,,,,,
404244,  58,00688,     ,58-688,Skipwith Rd,058,Mecklenburg County,058,Mecklenburg County,0.97,"58-689 S, Rocky Mount Rd",58-697 Park Side Rd,920,G,96%,2%,0%,1%,0%,0%,F,0.2151,F,0.7460,940,G,2011,,,,,,,,,,,,,,,
404245,  58,00688,     ,58-688,Skipwith Rd,058,Mecklenburg County,058,Mecklenburg County,1.28,58-697 Park Side Rd,58-695 Hanford Rd,660,G,96%,2%,0%,1%,0%,0%,F,0.1860,F,0.7630,670,G,2011,,,,,,,,,,,,,,,
404246,  58,00688,     ,58-688,Skipwith Rd,058,Mecklenburg County,058,Mecklenburg County,0.76,58-695 Hanford Rd,58-696 New Hope Rd,590,G,96%,2%,0%,1%,0%,0%,F,0.1779,F,0.7521,600,G,2011,,,,,,,,,,,,,,,
404247,  58,00688,     ,58-688,Skipwith Rd,058,Mecklenburg County,058,Mecklenburg County,0.78,58-696 New Hope Rd,"58-689 N, Rocky Mount Rd",590,G,96%,2%,0%,1%,0%,0%,F,0.1729,F,0.6526,610,G,2011,,,,,,,,,,,,,,,
404248,  58,00688,     ,58-688,Skipwith Rd,058,Mecklenburg County,058,Mecklenburg County,1.25,"58-689 N, Rocky Mount Rd",58-686 Esnon Rd,890,G,96%,2%,0%,1%,0%,0%,F,0.1439,F,0.6491,910,G,2011,,,,,,,,,,,,,,,
404249,  58,00688,     ,58-688,Skipwith Rd,058,Mecklenburg County,058,Mecklenburg County,2.02,58-686 Esnon Rd,SR 92,1000,G,96%,2%,0%,1%,0%,0%,C,0.1242,F,0.5615,1000,G,2011,,,,,,,,,,,,,,,
404250,  58,00689,     ,58-689,Rocky Mount Rd,058,Mecklenburg County,058,Mecklenburg County,0.35,58-701 Wilbourne Rd,"58-688 S, Skipwith Rd",600,G,90%,8%,0%,0%,1%,0%,C,0.2125,F,0.7820,610,G,2011,,,,,,,,,,,,,,,
753170,  58,00689,     ,58-689,Rocky Mount Rd,058,Mecklenburg County,058,Mecklenburg County,2.30,"58-688 S, Skipwith Rd",58-690 North Farmington Rd,540,R,,,,,,,X,,,,,,02/25/2010,,,,,,,,,,,,,,,
753171,  58,00689,     ,58-689,Rocky Mount Rd,058,Mecklenburg County,058,Mecklenburg County,0.32,58-690 North Farmington Rd,"58-877 S, Overhill Rd",590,R,,,,,,,X,,,,,,02/25/2010,,,,,,,,,,,,,,,
753172,  58,00689,     ,58-689,Rocky Mount Rd,058,Mecklenburg County,058,Mecklenburg County,1.05,"58-877 S, Overhill Rd","58-688 N, Skipwith Rd",630,R,,,,,,,X,,,,,,02/25/2010,,,,,,,,,,,,,,,
753173,  58,00690,     ,58-690,S Farmington Rd,058,Mecklenburg County,058,Mecklenburg County,0.70,Dead End,58-689 Rocky Mount Rd,80,R,,,,,,,X,,,,,,09/04/2007,,,,,,,,,,,,,,,
753174,  58,00690,     ,58-690,North Farmington Rd,058,Mecklenburg County,058,Mecklenburg County,0.50,58-689 Rocky Mount Rd,Dead End,80,R,,,,,,,X,,,,,,09/04/2007,,,,,,,,,,,,,,,
753175,  58,00691,     ,58-691,Daniels Rd,058,Mecklenburg County,058,Mecklenburg County,2.80,58-688 Skipwith Rd,58-677 Wilkerson Rd; Willkerson Rd,170,R,,,,,,,X,,,,,,08/01/2007,,,,,,,,,,,,,,,
753176,  58,00692,     ,58-692,Rochichi Dr,058,Mecklenburg County,058,Mecklenburg County,0.80,Dead End,US 58,80,R,,,,,,,X,,,,,,08/01/2007,,,,,,,,,,,,,,,
753177,  58,00693,     ,58-693,Roger Rd,058,Mecklenburg County,058,Mecklenburg County,1.90,58-703 Sullivan Rd,US 58,130,R,,,,,,,X,,,,,,03/09/2010,,,,,,,,,,,,,,,
753178,  58,00693,     ,58-693,Roger Rd,058,Mecklenburg County,058,Mecklenburg County,0.70,US 58,58-848 Moss Lane,80,R,,,,,,,X,,,,,,08/01/2007,,,,,,,,,,,,,,,
753179,  58,00694,     ,58-694,Wooton Rd,058,Mecklenburg County,058,Mecklenburg County,0.65,Dead End,58-688 Skipwith Rd,50,R,,,,,,,X,,,,,,04/16/2010,,,,,,,,,,,,,,,
753180,  58,00695,     ,58-695,Philbeck Crossroads,058,Mecklenburg County,058,Mecklenburg County,2.50,58-688 Skipwith Rd,SR 49,230,R,,,,,,,X,,,,,,02/17/2010,,,,,,,,,,,,,,,
753181,  58,00695,     ,58-695,Philbeck Crossroads,058,Mecklenburg County,058,Mecklenburg County,2.70,SR 49,58-609 Trottinridge Rd,320,R,,,,,,,X,,,,,,02/17/2010,,,,,,,,,,,,,,,
753182,  58,00695,     ,58-695,Philbeck Crossroads,058,Mecklenburg County,058,Mecklenburg County,2.40,58-609 Trottinridge Rd,58-605 Dairy Farm Rd,130,R,,,,,,,X,,,,,,09/10/2007,,,,,,,,,,,,,,,
753183,  58,00696,     ,58-696,Brankley Rd,058,Mecklenburg County,058,Mecklenburg County,1.50,58-640 East Organville Rd,58-695 Philbeck Crossroads,210,R,,,,,,,X,,,,,,02/17/2010,,,,,,,,,,,,,,,
753184,  58,00696,     ,58-696,Brankley Rd,058,Mecklenburg County,058,Mecklenburg County,1.20,58-695 Philbeck Crossroads,58-687 Country Way,80,R,,,,,,,X,,,,,,10/01/2007,,,,,,,,,,,,,,,
753185,  58,00696,     ,58-696,New Hope Rd,058,Mecklenburg County,058,Mecklenburg County,0.90,58-687 Country Way,SR 49,160,R,,,,,,,X,,,,,,02/25/2010,,,,,,,,,,,,,,,
753186,  58,00696,     ,58-696,New Hope Rd,058,Mecklenburg County,058,Mecklenburg County,2.70,SR 49,58-688 Skipwith Rd,260,R,,,,,,,X,,,,,,02/25/2010,,,,,,,,,,,,,,,
753187,  58,00697,     ,58-697,Clay Rd,058,Mecklenburg County,058,Mecklenburg County,0.89,Dead End,0.89 ME Dead End,80,R,,,,,,,X,,,,,,09/04/2007,,,,,,,,,,,,,,,
753188,  58,00697,     ,58-697,Clay Rd,058,Mecklenburg County,058,Mecklenburg County,0.11,0.89 ME Dead End,SR 49 SOUTH,150,R,,,,,,,X,,,,,,09/04/2007,,,,,,,,,,,,,,,
753189,  58,00697,     ,58-697,Parkside Rd,058,Mecklenburg County,058,Mecklenburg County,3.10,SR 49 NORTH,58-688 Skipwith Rd,270,R,,,,,,,X,,,,,,02/17/2010,,,,,,,,,,,,,,,
753190,  58,00698,     ,58-698,Jones Rd,058,Mecklenburg County,058,Mecklenburg County,2.20,58-609 Trottinridge Rd,SR 49,170,R,,,,,,,X,,,,,,08/14/2007,,,,,,,,,,,,,,,
753191,  58,00698,     ,58-698,Middle School Rd,058,Mecklenburg County,058,Mecklenburg County,3.20,SR 49,58-701 Wilbourne Rd,210,R,,,,,,,X,,,,,,08/14/2007,,,,,,,,,,,,,,,
753192,  58,00699,     ,58-699,Staunton River Rd,058,Mecklenburg County,058,Mecklenburg County,1.00,Dead End,US 15,110,R,,,,,,,X,,,,,,08/14/2007,,,,,,,,,,,,,,,
753193,  58,00699,     ,58-699,Staunton River Rd,058,Mecklenburg County,058,Mecklenburg County,1.60,US 15,"58-640 E, West Organville Rd",200,R,,,,,,,X,,,,,,02/17/2010,,,,,,,,,,,,,,,
753194,  58,00699,     ,58-699,Bluestock Creek Rd,058,Mecklenburg County,058,Mecklenburg County,2.30,"58-640 W, West Organville Rd",58-610 Bluestone Dr,110,R,,,,,,,X,,,,,,02/17/2010,,,,,,,,,,,,,,,
753195,  58,00700,     ,58-700,Turkey Rd,058,Mecklenburg County,058,Mecklenburg County,0.47,US 15 WEST,US 15 EAST,30,R,,,,,,,X,,,,,,02/17/2010,,,,,,,,,,,,,,,
753196,  58,00700,     ,58-700,Turkey Rd,058,Mecklenburg County,058,Mecklenburg County,0.25,US 15 EAST,Dead End,30,R,,,,,,,X,,,,,,09/24/2007,,,,,,,,,,,,,,,
753197,  58,00701,     ,58-701,Irwin Rd,058,Mecklenburg County,058,Mecklenburg County,0.46,SR 49 SOUTH,SR 49 NORTH,90,R,,,,,,,X,,,,,,08/14/2007,,,,,,,,,,,,,,,
404251,  58,00701,     ,58-701,Wilbourne Rd,058,Mecklenburg County,058,Mecklenburg County,4.18,SR 49 NORTH,58-689 Rocky Mount Rd,550,G,93%,5%,1%,0%,1%,0%,C,0.1527,F,0.7079,560,G,2011,,,,,,,,,,,,,,,
753198,  58,00701,     ,58-701,Wilbourne Rd,058,Mecklenburg County,058,Mecklenburg County,0.34,58-689 Rocky Mount Rd,58-688 Skipwith Rd,160,R,,,,,,,X,,,,,,08/14/2007,,,,,,,,,,,,,,,
753199,  58,00702,     ,58-702,Morgan Farm Rd,058,Mecklenburg County,058,Mecklenburg County,2.43,US 58,58-701 Wilbourne Rd,200,R,,,,,,,X,,,,,,10/01/2007,,,,,,,,,,,,,,,
753200,  58,00703,     ,58-703,Sullivan Rd,058,Mecklenburg County,058,Mecklenburg County,0.80,Dead End,58-828 Fields Church Rd,110,R,,,,,,,X,,,,,,08/01/2007,,,,,,,,,,,,,,,
753201,  58,00703,     ,58-703,Sullivan Rd,058,Mecklenburg County,058,Mecklenburg County,2.78,58-828 Fields Church Rd,US 58 EAST,110,R,,,,,,,X,,,,,,08/01/2007,,,,,,,,,,,,,,,
753202,  58,00703,     ,58-703,Puryears Store Rd,058,Mecklenburg County,058,Mecklenburg County,0.50,US 58 WEST,58-677 Wilkerson Rd,250,R,,,,,,,X,,,,,,08/01/2007,,,,,,,,,,,,,,,
753203,  58,00704,     ,58-704,Lambert Rd,058,Mecklenburg County,058,Mecklenburg County,0.60,Dead End,58-705 Taylor Ferry Rd,60,R,,,,,,,X,,,,,,08/01/2007,,,,,,,,,,,,,,,
753204,  58,00704,     ,58-704,Lambert Rd,058,Mecklenburg County,058,Mecklenburg County,1.40,58-705 Taylor Ferry Rd,58-707,60,R,,,,,,,X,,,,,,08/01/2007,,,,,,,,,,,,,,,
753205,  58,00705,     ,58-705,Taylor Ferry Rd,058,Mecklenburg County,058,Mecklenburg County,1.90,Dead End,58-823 Greenwood Rd,80,R,,,,,,,X,,,,,,08/01/2007,,,,,,,,,,,,,,,
753206,  58,00705,     ,58-705,Taylor Ferry Rd,058,Mecklenburg County,058,Mecklenburg County,2.00,58-823 Greenwood Rd,58-704 Lambert Rd,240,R,,,,,,,X,,,,,,03/19/2010,,,,,,,,,,,,,,,
753207,  58,00705,     ,58-705,Taylor Ferry Rd,058,Mecklenburg County,058,Mecklenburg County,0.40,58-704 Lambert Rd,58-756,500,R,,,,,,,X,,,,,,03/19/2010,,,,,,,,,,,,,,,
753208,  58,00706,     ,58-706,Pittard Lane,058,Mecklenburg County,058,Mecklenburg County,0.25,SR 49,Dead End,30,R,,,,,,,X,,,,,,09/18/2007,,,,,,,,,,,,,,,
404252,  58,00707,     ,58-707,China Grove Rd,058,Mecklenburg County,058,Mecklenburg County,1.00,SR 4 Buggs Island Rd,"58-678 E, Mayes Chapel Rd",230,G,96%,1%,0%,0%,2%,0%,F,0.1180,F,0.5263,240,G,2011,,,,,,,,,,,,,,,
404253,  58,00707,     ,58-707,Phillis Rd,058,Mecklenburg County,058,Mecklenburg County,2.22,"58-678 E, Mayes Chapel Rd",58-824 Eastland Creek Rd,190,G,96%,1%,0%,0%,2%,0%,F,0.1103,F,0.5000,190,G,2011,,,,,,,,,,,,,,,
404254,  58,00707,     ,58-707,Phillis Rd,058,Mecklenburg County,058,Mecklenburg County,2.10,58-824 Eastland Creek Rd,58-615 Red Lawn Rd,180,G,96%,1%,0%,0%,2%,0%,F,0.0993,F,0.6000,190,G,2011,,,,,,,,,,,,,,,
404255,  58,00707,     ,58-707,Phillis Rd,058,Mecklenburg County,058,Mecklenburg County,3.00,58-615 Red Lawn Rd,SCL Boydton,670,G,96%,1%,0%,0%,2%,0%,F,0.1029,F,0.5633,680,G,2011,,,,,,,,,,,,,,,
404256,  58,00707,     ,58-707,"Phillis Rd, Washington St",173,Town of Boydton,058,Mecklenburg County,0.31,SCL Boydton,58-1205 Decatur St,1100,G,96%,1%,0%,0%,2%,0%,C,0.1056,F,0.5785,1100,G,2011,,,,,,,,,,,,,,,
404257,  58,00707,     ,58-707,Washington St,173,Town of Boydton,058,Mecklenburg County,0.13,58-1205 Decatur St,US 58 BUS; SR 92,1400,G,96%,1%,0%,0%,2%,0%,F,0.1011,F,0.6066,1400,G,2011,,,,,,,,,,,,,,,
753209,  58,00708,     ,58-708,Iron Mill Rd,058,Mecklenburg County,058,Mecklenburg County,1.60,SR 4 Buggs Island Rd,58-669,200,R,,,,,,,X,,,,,,03/23/2010,,,,,,,,,,,,,,,
753210,  58,00709,     ,58-709,Eureka Rd,058,Mecklenburg County,058,Mecklenburg County,1.80,58-615 Redlawn Rd,58-663 Cedar Grove Rd,60,R,,,,,,,X,,,,,,07/24/2007,,,,,,,,,,,,,,,
753211,  58,00710,     ,58-710,Alexander Ferry Rd,058,Mecklenburg County,058,Mecklenburg County,3.90,SR 4 Buggs Island Rd,"58-711 W, Mineral Springs Rd",130,R,,,,,,,X,,,,,,02/09/2010,,,,,,,,,,,,,,,
753212,  58,00710,     ,58-710,Lucindas Dirt Rd,058,Mecklenburg County,058,Mecklenburg County,1.00,"58-711 E, Mineral Springs Rd",58-712 Palmer Springs Rd,80,R,,,,,,,X,,,,,,07/24/2007,,,,,,,,,,,,,,,
753213,  58,00711,     ,58-711,Mineral Springs Rd,058,Mecklenburg County,058,Mecklenburg County,0.80,58-712; 58-713,58-616 Jerusalem Rd,310,R,,,,,,,X,,,,,,02/09/2010,,,,,,,,,,,,,,,
753214,  58,00711,     ,58-711,Mineral Springs Rd,058,Mecklenburg County,058,Mecklenburg County,0.60,58-616 Jerusalem Rd,"58-710 W, Alexander Ferry Rd",400,R,,,,,,,X,,,,,,02/09/2010,,,,,,,,,,,,,,,
753215,  58,00711,     ,58-711,Mineral Springs Rd,058,Mecklenburg County,058,Mecklenburg County,0.20,"58-710 W, Alexander Ferry Rd","58-710 E, Lucindas Dirt Rd",580,R,,,,,,,X,,,,,,02/09/2010,,,,,,,,,,,,,,,
753216,  58,00711,     ,58-711,Mineral Springs Rd,058,Mecklenburg County,058,Mecklenburg County,1.60,"58-710 E, Lucindas Dirt Rd",US 1,630,R,,,,,,,X,,,,,,02/09/2010,,,,,,,,,,,,,,,
753217,  58,00711,     ,58-711,Hardage Rd,058,Mecklenburg County,058,Mecklenburg County,2.80,US 1,Dead End,60,R,,,,,,,X,,,,,,07/24/2007,,,,,,,,,,,,,,,
753218,  58,00712,     ,58-712,Palmer Springs Rd,058,Mecklenburg County,058,Mecklenburg County,0.20,SR 4 Buggs Island Rd,58-715 Rock Church Lane,410,R,,,,,,,X,,,,,,07/24/2007,,,,,,,,,,,,,,,
404258,  58,00712,     ,58-712,Palmer Springs Rd,058,Mecklenburg County,058,Mecklenburg County,3.90,58-715 Rock Church Lane,US 1,240,G,96%,1%,1%,0%,1%,0%,C,0.1299,F,0.5455,240,G,2011,,,,,,,,,,,,,,,
404259,  58,00712,     ,58-712,Paschall Rd,058,Mecklenburg County,058,Mecklenburg County,3.36,US 1,North Carolina State Line,280,G,96%,1%,1%,0%,1%,0%,F,0.1146,F,0.6232,280,G,2011,,,,,,,,,,,,,,,
