040552,  IS,00085,N    ,I-85 NB, ,058,Mecklenburg County,058,Mecklenburg County,8.14,58-903,SCL South Hill,11000,A,79%,1%,1%,1%,17%,2%,F,0.1375,A,0.0000,10000,A,2011,,24000,A,79%,1%,1%,0%,17%,2%,F,0.1298,A,0.0000,21000,A
040553,  IS,00085,N    ,I-85 NB, ,301,Town of South Hill,058,Mecklenburg County,0.25,SCL South Hill,US 58,11000,A,79%,1%,1%,1%,17%,2%,F,0.1375,A,0.0000,10000,A,2011,,24000,A,79%,1%,1%,0%,17%,2%,F,,,,21000,A
040725,  IS,00085,N    ,I-85 NB, ,301,Town of South Hill,058,Mecklenburg County,2.53,US 58,US 1,10000,B,79%,1%,1%,1%,17%,2%,F,0.1347,A,0.0000,9100,B,2011,,21000,B,79%,1%,1%,0%,17%,2%,F,0.1243,A,0.0000,18000,B
040726,  IS,00085,N    ,I-85 NB, ,301,Town of South Hill,058,Mecklenburg County,0.53,US 1,NCL South Hill,10000,B,79%,1%,1%,1%,17%,2%,F,0.1365,A,0.0000,8800,B,2011,,20000,B,79%,1%,1%,0%,17%,2%,F,,,,18000,B
040727,  IS,00085,N    ,I-85 NB, ,058,Mecklenburg County,058,Mecklenburg County,3.84,NCL South Hill,Brunswick County Line,10000,B,79%,1%,1%,1%,17%,2%,F,0.1365,A,0.0000,8800,B,2011,,20000,B,79%,1%,1%,0%,17%,2%,F,,,,18000,B
781200,  IS,00085,N000R,I-85 NB Exit 000R,Bracey Welcome Center,058,Mecklenburg County,058,Mecklenburg County,0.08,I-85 North to Welcome Center,Enter Welcome Center Parking Lot,1100,N,82%,1%,1%,1%,14%,1%,N,0.1547,N,0.0000,930,N,2011,,,,,,,,,,,,,,,
781984,  IS,00085,N000R,I-85 NB Exit 000R,Bracey Welcome Center,058,Mecklenburg County,058,Mecklenburg County,0.09,Exit Welcome Center Parking Lot,I-85 North from Welcome Center,1100,A,82%,1%,1%,1%,14%,1%,C,0.1547,A,0.0000,930,A,2011,,,,,,,,,,,,,,,
781201,  IS,00085,N004A,I-85 NB Exit 004A,Ramp,058,Mecklenburg County,058,Mecklenburg County,0.18,I-85 North,58-903,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
781202,  IS,00085,N012A,I-85 NB Exit 012A,Ramp,058,Mecklenburg County,058,Mecklenburg County,0.24,I-85 North,US 58 East,2200,G,82%,1%,1%,1%,14%,1%,F,0.0717,F,1.0000,2100,G,2011,,,,,,,,,,,,,,,
781203,  IS,00085,N012B,I-85 NB Exit 012B,Ramp,058,Mecklenburg County,058,Mecklenburg County,0.24,I-85 North,US 58 West,1200,G,86%,1%,1%,1%,12%,0%,F,0.1094,F,1.0000,1200,G,2011,,,,,,,,,,,,,,,
781204,  IS,00085,N015A,I-85 NB Exit 015A,Ramp,058,Mecklenburg County,058,Mecklenburg County,0.28,I-85 North,US 1 Mecklenburg Ave,990,G,88%,1%,2%,1%,9%,0%,F,0.1120,F,1.0000,1000,G,2011,,,,,,,,,,,,,,,
140048,  IS,00085,S    ,I-85 SB, ,058,Mecklenburg County,058,Mecklenburg County,4.59,North Carolina State Line,58-903,12000,A,79%,1%,1%,0%,18%,2%,C,0.1359,A,0.0000,9600,A,2011,,23000,A,79%,1%,1%,0%,17%,2%,C,0.1357,A,0.0000,19000,A
140047,  IS,00085,S    ,I-85 SB, ,058,Mecklenburg County,058,Mecklenburg County,7.78,58-903,SCL South Hill,12000,A,79%,1%,1%,0%,18%,2%,F,0.1289,A,0.0000,10000,A,2011,,24000,A,79%,1%,1%,0%,17%,2%,F,0.1298,A,0.0000,21000,A
140161,  IS,00085,S    ,I-85 SB, ,301,Town of South Hill,058,Mecklenburg County,0.40,SCL South Hill,US 58,12000,A,79%,1%,1%,0%,18%,2%,F,0.1289,A,0.0000,10000,A,2011,,24000,A,79%,1%,1%,0%,17%,2%,F,,,,21000,A
140046,  IS,00085,S    ,I-85 SB, ,301,Town of South Hill,058,Mecklenburg County,2.72,US 58,US 1,10000,B,79%,1%,1%,0%,18%,2%,F,0.1274,A,0.0000,8900,B,2011,,21000,B,79%,1%,1%,0%,17%,2%,F,0.1243,A,0.0000,18000,B
140045,  IS,00085,S    ,I-85 SB, ,301,Town of South Hill,058,Mecklenburg County,0.29,US 1,NCL South Hill,10000,A,79%,1%,1%,0%,18%,2%,F,0.1273,A,0.0000,8800,A,2011,,20000,B,79%,1%,1%,0%,17%,2%,F,,,,18000,B
140169,  IS,00085,S    ,I-85 SB, ,058,Mecklenburg County,058,Mecklenburg County,3.74,NCL South Hill,Brunswick County Line,10000,A,79%,1%,1%,0%,18%,2%,F,0.1273,A,0.0000,8800,A,2011,,20000,B,79%,1%,1%,0%,17%,2%,F,,,,18000,B
781223,  IS,00085,S004A,I-85 SB Exit 004A,Ramp,058,Mecklenburg County,058,Mecklenburg County,0.18,I-85 South,58-903,1600,A,97%,0%,1%,1%,1%,0%,F,0.1283,A,0.0000,1500,A,2011,,,,,,,,,,,,,,,
781224,  IS,00085,S012A,I-85 SB Exit 012A,Ramp,058,Mecklenburg County,058,Mecklenburg County,0.29,I-85 South,"US 58 E, E Atlantic St",890,G,82%,1%,1%,1%,14%,1%,F,0.0862,F,1.0000,880,G,2011,,,,,,,,,,,,,,,
781225,  IS,00085,S012B,I-85 SB Exit 012B,Ramp,058,Mecklenburg County,058,Mecklenburg County,0.17,I-85 South,I-85-S012C TO RT 58 BUS,1600,B,97%,0%,1%,0%,1%,0%,F,0.1199,A,0.0000,1400,B,2011,,,,,,,,,,,,,,,
797932,  IS,00085,S012B,I-85 SB Exit 012B,Ramp,058,Mecklenburg County,058,Mecklenburg County,0.12,I-85-S012C TO RT 58 BUS,CAUS 58 FROM RT 85 SOUTH,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
790814,  IS,00085,S012C,I-85 SB Exit 012C,Ramp,058,Mecklenburg County,058,Mecklenburg County,0.04,I-85-S012B TO Bus US 58,US 58 FROM RT 85 SB,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
781226,  IS,00085,S015A,I-85 SB Exit 015A,Ramp,058,Mecklenburg County,058,Mecklenburg County,0.31,I-85 South,US 1 Mecklenburg Ave,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
040783,  SR,00092,     ,VA 92, ,173,Town of Boydton,058,Mecklenburg County,0.32,US 58 Bus,NCL Boydton,1100,G,96%,1%,1%,0%,2%,0%,C,0.1107,F,0.7319,1200,G,2011,,,,,,,,,,,,,,,
040784,  SR,00092,     ,VA 92, ,058,Mecklenburg County,058,Mecklenburg County,9.25,NCL Boydton,SCL Chase City,1100,N,96%,1%,1%,0%,2%,0%,N,0.1107,N,0.7319,1200,N,2011,,,,,,,,,,,,,,,
614008,  SR,00092,     ,VA 92,S Main St,186,Town of Chase City,058,Mecklenburg County,0.44,SCL Chase City,"""B"" ST",3300,G,95%,1%,1%,1%,2%,0%,C,0.1014,F,0.5651,3400,G,2011,,,,,,,,,,,,,,,
614013,  SR,00092,     ,VA 92,S Main St,186,Town of Chase City,058,Mecklenburg County,0.23,"""B"" ST",Sycamore St,3200,G,95%,1%,1%,1%,2%,0%,F,0.1001,F,0.0000,3200,G,2011,,,,,,,,,,,,,,,
614015,  SR,00092,     ,VA 92,N Main St,186,Town of Chase City,058,Mecklenburg County,0.21,Sycamore St,E Second St,4700,G,95%,1%,1%,1%,2%,0%,F,0.1003,F,0.5573,4800,G,2011,,,,,,,,,,,,,,,
614016,  SR,00092,     ,"VA 49, VA 92",E Second St,186,Town of Chase City,058,Mecklenburg County,0.19,S RT 49,Endly St,6200,G,95%,1%,1%,0%,3%,0%,F,0.0899,F,0.5402,6400,G,2011,,,,,,,,,,,,,,,
614003,  SR,00092,     ,"VA 49, VA 92",W Second St,186,Town of Chase City,058,Mecklenburg County,0.56,Endly St,N SR 49,5300,G,95%,1%,1%,0%,2%,0%,C,0.0942,F,0.5541,5400,G,2011,,,,,,,,,,,,,,,
040213,  SR,00092,     ,VA 92, ,186,Town of Chase City,058,Mecklenburg County,0.22,N SR 49,WCL Chase City,3200,G,95%,0%,1%,1%,3%,0%,C,0.1028,F,0.5722,3200,G,2011,,,,,,,,,,,,,,,
040214,  SR,00092,     ,VA 92, ,058,Mecklenburg County,058,Mecklenburg County,3.42,WCL Chase City,58-609; 58-684,3200,N,95%,0%,1%,1%,3%,0%,N,0.1028,N,0.5722,3200,N,2011,,,,,,,,,,,,,,,
040216,  SR,00092,     ,VA 92, ,058,Mecklenburg County,058,Mecklenburg County,0.21,58-609; 58-684,58-600 Airport Rd,3200,N,95%,0%,1%,1%,3%,0%,N,0.1028,N,0.5722,3200,N,2011,,,,,,,,,,,,,,,
040217,  SR,00092,     ,VA 92, ,058,Mecklenburg County,058,Mecklenburg County,1.52,58-600 Airport Rd,Charlotte County Line,3200,N,95%,0%,1%,1%,3%,0%,N,0.1028,N,0.5722,3200,N,2011,,,,,,,,,,,,,,,
040772,  SR,00138,     ,VA 138,Union Mill Rd,301,Town of South Hill,301,Town of South Hill,0.38,US 1 Mecklenburg Ave,NCL South Hill,3200,G,94%,0%,1%,1%,4%,0%,F,0.0928,F,0.6167,3300,G,2011,,,,,,,,,,,,,,,
040554,  SR,00138,     ,VA 138,Union Mill Rd,058,Mecklenburg County,058,Mecklenburg County,2.89,NCL South Hill,Lunenburg County Line,2800,G,94%,0%,1%,1%,4%,0%,C,0.1028,F,0.5791,2900,G,2011,,,,,,,,,,,,,,,
753331,  US,00001,     ,"58-780, US 1, Bus US 58",Theater Rd,058,Mecklenburg County,058,Mecklenburg County,0.17,US 58 Near SWCL South Hill,Bus US 58,3300,R,,,,,,,X,,,,,,04/01/2010,,,,,,,,,,,,,,,
753331,CAUS,00058,     ,"58-780, US 1, Bus US 58",Theater Rd,058,Mecklenburg County,058,Mecklenburg County,0.17,US 1; US 58,US 1 Danville St,3300,R,,,,,,,X,,,,,,04/01/2010,,,,,,,,,,,,,,,
780361,  FR,00111,     ,FR 111, ,058,Mecklenburg County,058,Mecklenburg County,0.39,58-712 Paschall Rd,Dead End,7,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
780362,  FR,00112,     ,FR 112, ,058,Mecklenburg County,058,Mecklenburg County,0.37,Dead End,58-903,5,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
780363,  FR,00113,     ,FR 113,Cliborne Lane,058,Mecklenburg County,058,Mecklenburg County,0.91,Dead End,58-629 Reed Rd,6,R,,,,,,,X,,,,,,06/29/2007,,,,,,,,,,,,,,,
780364,  FR,00114,     ,FR 114,Evans Rd,058,Mecklenburg County,058,Mecklenburg County,0.24,Dead End,58-630 Belfield Rd,2,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
780365,  FR,00115,     ,FR 115,Rocky Branch Lane,058,Mecklenburg County,058,Mecklenburg County,0.27,Dead End,58-642 Rocky Branch Rd,10,R,,,,,,,X,,,,,,10/01/2007,,,,,,,,,,,,,,,
780366,  FR,00116,     ,FR 116, ,058,Mecklenburg County,058,Mecklenburg County,0.03,58-761 Oak Rd,Dead End,7,R,,,,,,,X,,,,,,10/01/2007,,,,,,,,,,,,,,,
780515,  FR,00291,     ,FR 291,Woodrow Rd,058,Mecklenburg County,058,Mecklenburg County,0.23,Dead End,58-643 Thompson St,6,R,,,,,,,X,,,,,,10/01/2007,,,,,,,,,,,,,,,
780601,  FR,00654,     ,FR 654, ,058,Mecklenburg County,058,Mecklenburg County,0.06,US 1 Mecklenburg Ave,Dead End,2,R,,,,,,,X,,,,,,10/01/2007,,,,,,,,,,,,,,,
780787,  FR,00857,     ,FR 857, ,058,Mecklenburg County,058,Mecklenburg County,0.06,Dead End,SR 92,4,R,,,,,,,X,,,,,,10/01/2007,,,,,,,,,,,,,,,
780788,  FR,00858,     ,FR 858,Reese Rd,058,Mecklenburg County,058,Mecklenburg County,0.11,"US 58; Bus US 58, Reese Lane",Dead End,60,R,,,,,,,X,,,,,,07/31/2007,,,,,,,,,,,,,,,
797575,  FR,01069,     ,FR 1069, ,058,Mecklenburg County,058,Mecklenburg County,0.08,Cul-de-Sac,58-784 Iron Gate Rd,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
797576,  FR,01069,     ,FR 1069, ,058,Mecklenburg County,058,Mecklenburg County,0.06,58-784 Iron Gate Rd,Cul-de-Sac,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
797577,  FR,01071,     ,FR 1071, ,058,Mecklenburg County,058,Mecklenburg County,0.10,Cul-de-Sac,Bus US 58,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
752982,  58,00600,     ,58-600,Lawson Rd,058,Mecklenburg County,058,Mecklenburg County,0.84,Charlotte County Line,SR 92 WEST,80,R,,,,,,,X,,,,,,09/10/2007,,,,,,,,,,,,,,,
752983,  58,00600,     ,58-600,Lawson Rd,058,Mecklenburg County,058,Mecklenburg County,0.91,SR 92 WEST,SR 92 MID,60,R,,,,,,,X,,,,,,09/10/2007,,,,,,,,,,,,,,,
752984,  58,00600,     ,58-600,Airport Rd,058,Mecklenburg County,058,Mecklenburg County,0.17,SR 92 MID,58-609 Trottinridge Rd,310,R,,,,,,,X,,,,,,09/10/2007,,,,,,,,,,,,,,,
752985,  58,00600,     ,58-600,Airport Rd,058,Mecklenburg County,058,Mecklenburg County,2.54,58-609 Trottinridge Rd,SR 92 EAST,480,R,,,,,,,X,,,,,,02/25/2010,,,,,,,,,,,,,,,
752986,  58,00600,     ,58-600,Airport Rd,058,Mecklenburg County,058,Mecklenburg County,0.72,SR 92 EAST,WCL Chase City,390,R,,,,,,,X,,,,,,02/25/2010,,,,,,,,,,,,,,,
404194,  58,00600,     ,58-600,Airport Rd,058,Mecklenburg County,058,Mecklenburg County,2.23,ECL Chase City,58-671 NORTH,230,G,97%,2%,0%,0%,1%,0%,C,0.1111,F,0.5714,230,G,2011,,,,,,,,,,,,,,,
752987,  58,00600,     ,58-600,Draper Rd,058,Mecklenburg County,058,Mecklenburg County,3.65,"58-671 S, Country Club Dr",58-680 Sweetwater Lane,40,R,,,,,,,X,,,,,,09/10/2007,,,,,,,,,,,,,,,
752988,  58,00600,     ,58-600,Draper Rd,058,Mecklenburg County,058,Mecklenburg County,0.78,58-680 Sweetwater Lane,SR 47,60,R,,,,,,,X,,,,,,09/10/2007,,,,,,,,,,,,,,,
752989,  58,00601,     ,58-601,Love Town Rd,058,Mecklenburg County,058,Mecklenburg County,0.80,Halifax County Line,58-789 Bowens Rd,140,R,,,,,,,X,,,,,,09/10/2007,,,,,,,,,,,,,,,
752990,  58,00601,     ,58-601,Love Town Rd,058,Mecklenburg County,058,Mecklenburg County,1.75,58-789 Bowens Rd,58-732 Tabernacle Rd,30,R,,,,,,,X,,,,,,02/11/2010,,,,,,,,,,,,,,,
404195,  58,00602,     ,58-602,White House Rd,058,Mecklenburg County,058,Mecklenburg County,0.90,Halifax County Line,58-789 Bowens Rd,220,G,94%,4%,0%,0%,2%,0%,F,0.1313,F,0.5167,220,G,2011,,,,,,,,,,,,,,,
404196,  58,00602,     ,58-602,White House Rd,058,Mecklenburg County,058,Mecklenburg County,2.00,58-789 Bowens Rd,58-735 Hite Dr,210,G,94%,4%,0%,0%,2%,0%,C,0.1282,F,0.7200,210,G,2011,,,,,,,,,,,,,,,
752991,  58,00602,     ,58-602,Old Buffalo Church Rd,058,Mecklenburg County,058,Mecklenburg County,0.66,58-735 Hite Dr,Dead End,50,R,,,,,,,X,,,,,,09/18/2007,,,,,,,,,,,,,,,
752992,  58,00603,     ,58-603,Estes Rd,058,Mecklenburg County,058,Mecklenburg County,0.30,Charlotte County Line,58-607 Woodland Rd,130,R,,,,,,,X,,,,,,09/10/2007,,,,,,,,,,,,,,,
752993,  58,00603,     ,58-603,Estes Rd,058,Mecklenburg County,058,Mecklenburg County,2.00,58-607 Woodland Rd,SR 47,120,R,,,,,,,X,,,,,,03/02/2010,,,,,,,,,,,,,,,
752994,  58,00604,     ,58-604,Willards Mill Rd,058,Mecklenburg County,058,Mecklenburg County,1.00,North Carolina State Line,58-738 Beech Creek Rd,60,R,,,,,,,X,,,,,,08/06/2007,,,,,,,,,,,,,,,
752995,  58,00604,     ,58-604,Willards Mill Rd,058,Mecklenburg County,058,Mecklenburg County,1.60,58-738 Beech Creek Rd,SR 49,40,R,,,,,,,X,,,,,,08/06/2007,,,,,,,,,,,,,,,
752996,  58,00604,     ,58-604,Willards Mill Rd,058,Mecklenburg County,058,Mecklenburg County,1.90,SR 49,58-737 Nelson Church Rd,200,R,,,,,,,X,,,,,,02/11/2010,,,,,,,,,,,,,,,
752997,  58,00604,     ,58-604,Willards Mill Rd,058,Mecklenburg County,058,Mecklenburg County,0.70,58-737 Nelson Church Rd,Halifax County Line,10,R,,,,,,,X,,,,,,08/06/2007,,,,,,,,,,,,,,,
752998,  58,00605,     ,58-605,Dairy Farm Rd,058,Mecklenburg County,058,Mecklenburg County,0.90,58-609 Trottinridge Rd,58-695 Philbeck Crossroads,100,R,,,,,,,X,,,,,,09/10/2007,,,,,,,,,,,,,,,
752999,  58,00605,     ,58-605,Dairy Farm Rd,058,Mecklenburg County,058,Mecklenburg County,0.20,58-695 Philbeck Crossroads,Charlotte County Line,80,R,,,,,,,X,,,,,,02/17/2010,,,,,,,,,,,,,,,
753000,  58,00606,     ,58-606,Chandler Farm Rd,058,Mecklenburg County,058,Mecklenburg County,1.20,North Carolina State Line,SR 49,180,R,,,,,,,X,,,,,,02/11/2010,,,,,,,,,,,,,,,
753001,  58,00607,     ,58-607,Woodland Rd,058,Mecklenburg County,058,Mecklenburg County,0.70,Charlotte County Line,58-603 Estes Rd,130,R,,,,,,,X,,,,,,09/10/2007,,,,,,,,,,,,,,,
753002,  58,00608,     ,58-608,Ridge Rd,058,Mecklenburg County,058,Mecklenburg County,0.70,Dead End,US 58,50,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
753003,  58,00608,     ,58-608,Ridge Rd,058,Mecklenburg County,058,Mecklenburg County,2.10,US 58,58-660 Old Cox Rd,40,R,,,,,,,X,,,,,,07/30/2007,,,,,,,,,,,,,,,
404197,  58,00609,     ,58-609,Trottinridge Rd,058,Mecklenburg County,058,Mecklenburg County,2.32,SR 49,"58-763 S, Johnson Rd",270,G,96%,2%,1%,0%,1%,0%,F,0.1179,F,0.6812,270,G,2011,,,,,,,,,,,,,,,
404198,  58,00609,     ,58-609,Trottinridge Rd,058,Mecklenburg County,058,Mecklenburg County,1.68,"58-763 S, Johnson Rd","58-640 N, Organsville Rd",250,G,96%,2%,1%,0%,1%,0%,F,0.1161,F,0.6462,250,G,2011,,,,,,,,,,,,,,,
404199,  58,00609,     ,58-609,Trottinridge Rd,058,Mecklenburg County,058,Mecklenburg County,2.20,"58-640 N, Orgainsville Rd","58-610 N, Rocky Branch Dr",160,G,96%,2%,1%,0%,1%,0%,F,0.1042,F,0.6500,160,G,2011,,,,,,,,,,,,,,,
404200,  58,00609,     ,58-609,Trottinridge Rd,058,Mecklenburg County,058,Mecklenburg County,2.30,"58-610 N, Rocky Branch Dr",58-695 Philbeck Crossroads,150,G,96%,2%,1%,0%,1%,0%,F,0.1029,F,0.6111,160,G,2011,,,,,,,,,,,,,,,
404201,  58,00609,     ,58-609,Trottinridge Rd,058,Mecklenburg County,058,Mecklenburg County,1.70,58-695 Philbeck Crossroads,58-687 Country Way,420,G,96%,2%,1%,0%,1%,0%,C,0.1062,F,0.6250,430,G,2011,,,,,,,,,,,,,,,
404202,  58,00609,     ,58-609,Trottinridge Rd,058,Mecklenburg County,058,Mecklenburg County,0.80,58-687 Country Way,"SR 92, 58-684",490,G,96%,2%,1%,0%,1%,0%,F,0.1144,F,0.7236,500,G,2011,,,,,,,,,,,,,,,
753004,  58,00609,     ,58-609,Tinker Rd,058,Mecklenburg County,058,Mecklenburg County,1.90,"SR 92, 58-684",Charlotte County Line,330,R,,,,,,,X,,,,,,08/06/2007,,,,,,,,,,,,,,,
753005,  58,00610,     ,58-610,Bluestone Dr,058,Mecklenburg County,058,Mecklenburg County,1.00,Charlotte County Line,"58-609 S, Trottinridge Rd",210,R,,,,,,,X,,,,,,02/17/2010,,,,,,,,,,,,,,,
753006,  58,00610,     ,58-610,Rocky Branch Dr,058,Mecklenburg County,058,Mecklenburg County,1.90,"58-609 N, Trottinridge Rd",58-696 Brankley Rd,100,R,,,,,,,X,,,,,,02/17/2010,,,,,,,,,,,,,,,
753007,  58,00611,     ,58-611,Newell Rd,058,Mecklenburg County,058,Mecklenburg County,1.50,58-626 Blackridge Rd,Brunswick County Line,330,R,,,,,,,X,,,,,,03/18/2010,,,,,,,,,,,,,,,
753008,  58,00612,     ,58-612,Morristown Rd,058,Mecklenburg County,058,Mecklenburg County,1.32,Brunswick County Line,1.32 MI NW of CL,870,R,,,,,,,X,,,,,,03/18/2010,,,,,,,,,,,,,,,
753009,  58,00612,     ,58-612,Morristown Rd,058,Mecklenburg County,058,Mecklenburg County,0.05,1.32 MI NW of CL,58-903,900,R,,,,,,,X,,,,,,03/18/2010,,,,,,,,,,,,,,,
753010,  58,00613,     ,58-613,Stockman Rd,058,Mecklenburg County,058,Mecklenburg County,0.35,SR 49,Dead End,10,R,,,,,,,X,,,,,,08/06/2007,,,,,,,,,,,,,,,
753011,  58,00614,     ,58-614,Cannons Ferry Rd,058,Mecklenburg County,058,Mecklenburg County,0.80,Dead End,58-903,70,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
753012,  58,00615,     ,58-615,Redlawn Rd,058,Mecklenburg County,058,Mecklenburg County,1.82,58-707,58-678 Antlers Rd,380,R,,,,,,,X,,,,,,07/18/2007,,,,,,,,,,,,,,,
753013,  58,00615,     ,58-615,Redlawn Rd,058,Mecklenburg County,058,Mecklenburg County,1.62,58-678 Antlers Rd,SR 4 Buggs Island Rd,310,R,,,,,,,X,,,,,,07/18/2007,,,,,,,,,,,,,,,
404203,  58,00615,     ,58-615,Redlawn Rd,058,Mecklenburg County,058,Mecklenburg County,2.93,SR 4 Buggs Island Rd,58-669 Baskerville Rd,100,G,93%,2%,4%,0%,1%,0%,F,0.1480,F,0.5758,100,G,2011,,,,,,,,,,,,,,,
404204,  58,00615,     ,58-615,Redlawn Rd,058,Mecklenburg County,058,Mecklenburg County,3.46,58-669 Baskerville Rd,US 1,180,G,93%,2%,4%,0%,1%,0%,C,0.1283,F,0.6667,190,G,2011,,,,,,,,,,,,,,,
404205,  58,00615,     ,58-615,Redlawn Rd,058,Mecklenburg County,058,Mecklenburg County,1.60,US 1,58-903 Goodes Ferry Rd,550,G,93%,2%,4%,0%,1%,0%,F,0.1061,F,0.6047,560,G,2011,,,,,,,,,,,,,,,
753014,  58,00616,     ,58-616,Jerusalem Rd,058,Mecklenburg County,058,Mecklenburg County,0.25,SR 4 Buggs Island Rd,58-710 Alexander Ferry Rd,300,R,,,,,,,X,,,,,,02/09/2010,,,,,,,,,,,,,,,
753015,  58,00616,     ,58-616,Jerusalem Rd,058,Mecklenburg County,058,Mecklenburg County,2.10,58-710 Alexander Ferry Rd,58-711 Mineral Springs Rd,120,R,,,,,,,X,,,,,,02/09/2010,,,,,,,,,,,,,,,
753016,  58,00617,     ,58-617,Old St Tammany Rd,058,Mecklenburg County,058,Mecklenburg County,0.90,Dead End,58-903,250,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
753017,  58,00617,     ,58-617,Old St Tammany Rd,058,Mecklenburg County,058,Mecklenburg County,2.30,58-903,58-618 Marengo Rd,550,R,,,,,,,X,,,,,,03/18/2010,,,,,,,,,,,,,,,
404206,  58,00618,     ,58-618,Ridout Rd,058,Mecklenburg County,058,Mecklenburg County,1.37,58-903,58-619 Nellie Jones Rd,130,G,97%,1%,1%,1%,1%,0%,F,0.1399,F,0.5250,130,G,2011,,,,,,,,,,,,,,,
404207,  58,00618,     ,58-618,Marengo Rd,058,Mecklenburg County,058,Mecklenburg County,1.64,58-619 Nellie Jones Rd,58-617 Old St Tammany Rd,300,G,97%,1%,1%,1%,1%,0%,F,0.1043,F,0.5882,300,G,2011,,,,,,,,,,,,,,,
404208,  58,00618,     ,58-618,Marengo Rd,058,Mecklenburg County,058,Mecklenburg County,2.63,58-617 Old St Tammany Rd,58-769 Marengo Village Rd,770,G,97%,1%,1%,1%,1%,0%,F,0.1003,F,0.5949,780,G,2011,,,,,,,,,,,,,,,
404209,  58,00618,     ,58-618,Marengo Rd,058,Mecklenburg County,058,Mecklenburg County,2.34,58-769 Marengo Village Rd,"58-624 S, Canaan Church Rd",1000,G,97%,1%,1%,1%,1%,0%,F,0.1014,F,0.6111,1100,G,2011,,,,,,,,,,,,,,,
404210,  58,00618,     ,58-618,Marengo Rd,058,Mecklenburg County,058,Mecklenburg County,0.58,"58-624 S, Canaan Church Rd",SCL LaCrosse,3000,G,97%,1%,1%,1%,1%,0%,C,0.0927,F,0.6379,3100,G,2011,,,,,,,,,,,,,,,
404211,  58,00618,     ,58-618,Main St,250,Town of LaCrosse,058,Mecklenburg County,0.23,SCL LaCrosse,58-1507 Seaboard St,3200,G,97%,1%,1%,1%,1%,0%,F,0.0932,F,0.6365,3300,G,2011,,,,,,,,,,,,,,,
404212,  58,00618,     ,58-618,Main St,250,Town of LaCrosse,058,Mecklenburg County,0.17,58-1507 Seaboard St,58-621 Main St,4200,G,97%,1%,1%,1%,1%,0%,F,0.0892,F,0.5273,4300,G,2011,,,,,,,,,,,,,,,
404213,  58,00618,     ,58-618,Main St,250,Town of LaCrosse,058,Mecklenburg County,0.35,58-621 Main St,WCL LaCrosse,1600,G,97%,1%,1%,1%,1%,0%,F,0.0973,F,0.6442,1600,G,2011,,,,,,,,,,,,,,,
404214,  58,00618,     ,58-618,Main St,058,Mecklenburg County,058,Mecklenburg County,0.84,WCL LaCrosse,US 58,1800,G,97%,1%,1%,1%,1%,0%,F,0.0936,F,0.5559,1800,G,2011,,,,,,,,,,,,,,,
404215,  58,00619,     ,58-619,Nellie Jones Rd,058,Mecklenburg County,058,Mecklenburg County,1.22,"58-751 Golf Dr, 58-903","58-618 W, Marengo Rd",710,G,98%,1%,1%,0%,0%,0%,C,0.1009,F,0.7333,720,G,2011,,,,,,,,,,,,,,,
753018,  58,00619,     ,58-619,Nellie Jones Rd,058,Mecklenburg County,058,Mecklenburg County,0.48,"58-618 W, Marengo Rd",58-847 Coles Lane,780,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
753019,  58,00619,     ,58-619,Nellie Jones Rd,058,Mecklenburg County,058,Mecklenburg County,0.14,58-847 Coles Lane,58-788 Clary Lane,630,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
753020,  58,00619,     ,58-619,Nellie Jones Rd,058,Mecklenburg County,058,Mecklenburg County,2.46,58-788 Clary Lane,58-620 Hall Rd,570,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
753021,  58,00620,     ,58-620,Hall Rd,058,Mecklenburg County,058,Mecklenburg County,0.10,58-626 Blackridge Rd,58-619 Nellie Jones Rd,640,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
753022,  58,00620,     ,58-620,Hall Rd,058,Mecklenburg County,058,Mecklenburg County,4.00,58-619 Nellie Jones Rd,58-647 Tolbert Rd,190,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
753023,  58,00620,     ,58-620,Hall Rd,058,Mecklenburg County,058,Mecklenburg County,2.68,58-647 Tolbert Rd,58-624,260,R,,,,,,,X,,,,,,06/28/2007,,,,,,,,,,,,,,,
